word1,word2,cosine_similarity,word1_freq,word1_docfreq,word2_freq,word2_docfreq
zoom,speed,0.782532,40848,15177,15824,9948
mouse,rat,0.780559,181018,49302,19117,3353
swim,dive,0.776864,71677,44381,14339,6857
paint,draw,0.776797,74609,23317,73380,37720
pit,drain,0.774928,14179,3167,10472,2843
tremble,shiver,0.774215,6899,5751,8476,6545
silly,foolish,0.77381,65735,47421,22406,13661
bath,shower,0.772787,22039,12109,9907,3042
yacht,surf,0.772235,15406,2534,8820,2495
design,decorate,0.771229,15525,7164,14277,8727
suggest,recommend,0.770521,2258,2123,6867,6033
provide,serve,0.769936,8388,6503,10846,6719
musician,jazz,0.769489,10076,2712,16087,2638
balloon,kite,0.768793,69496,15486,50428,8842
fever,throat,0.768547,1735,1352,2263,1712
flame,spark,0.76783,13673,3371,12279,3376
silver,shiny,0.766546,12225,4944,263644,193607
anger,fear,0.765474,1160,1091,8846,8146
rainy,cloudy,0.765456,2083,1842,1485,1288
laugh,giggle,0.765455,101430,87300,8461,8265
appear,vanish,0.765171,4810,4279,6033,4017
cookie,slice,0.764923,39647,13525,3691,2936
pistol,laser,0.764866,12302,2588,14374,2472
meadow,field,0.764668,12979,7319,58008,29683
bouncy,bounce,0.764405,9876,5288,34844,14371
hill,mountain,0.763897,124053,40587,21465,6466
mint,strawberry,0.76385,13810,2783,14068,4064
closet,wardrobe,0.763801,24880,13660,12295,2721
kindness,bravery,0.763768,13901,12328,2025,1923
quack,duck,0.763522,5513,2526,103147,23974
exercise,yoga,0.762588,6464,3202,14660,2619
snowball,snowman,0.762432,3976,1890,36710,8243
wall,frame,0.760852,71122,35943,13149,3052
gold,treasure,0.760824,21165,8305,49751,21178
elephant,giraffe,0.760209,43111,13809,10869,4710
tunnel,maze,0.760105,16277,4153,13204,2559
restless,impatient,0.759379,16098,11275,14971,11526
snail,beetle,0.758539,6111,2346,16921,3150
zip,zipper,0.756509,32989,9131,12385,3062
chocolate,candy,0.754566,27069,10359,56324,18383
bother,disturb,0.754076,4978,4770,9237,5935
downstairs,upstairs,0.75363,3926,3150,7625,3702
planet,universe,0.753012,12682,3030,8348,2703
mushroom,squash,0.752792,16191,2541,18165,2642
overcome,achieve,0.752006,1382,1367,2242,2165
soak,bathe,0.751394,7131,5580,12076,6342
obedient,honest,0.750966,19027,11557,30379,17187
bakery,shop,0.750261,1878,1074,46195,20885
heavy,lift,0.750246,80013,54902,29410,17837
tease,scare,0.749503,10633,6916,22658,17819
mailbox,post,0.749094,20022,6334,12911,4096
lemonade,juice,0.747313,7094,2266,46759,18447
timer,oven,0.747102,2542,1638,35372,15914
breakfast,toast,0.746446,10690,7557,18594,3990
puddle,muddy,0.746399,51961,20878,5882,4987
original,ordinary,0.746112,19695,11537,17070,11524
create,build,0.745342,16691,10079,58798,32484
fence,hedge,0.745301,45556,19572,11574,2617
flavor,vanilla,0.745147,1830,1586,1537,1169
bridge,cross,0.744762,25207,7190,21336,10760
roar,lion,0.744451,26293,14833,111330,24635
sunshine,summer,0.744299,20968,13293,10345,6425
switch,knob,0.74429,13466,3984,9887,3297
rotten,rot,0.743718,1684,1207,10723,6280
dress,doll,0.743596,120356,49677,123802,29800
ashtray,iron,0.742853,11847,2465,12657,2625
fierce,scary,0.741249,22476,12144,92689,61887
clock,alarm,0.740979,23829,4359,11097,3454
tire,motor,0.740745,15125,3327,12172,2720
wagon,jeep,0.740519,22509,3885,19163,2638
smart,brave,0.740403,65646,52395,174864,124295
tornado,storm,0.739555,12086,2682,41748,17896
spray,hose,0.738067,20532,8599,22966,6936
spicy,pepper,0.738018,39354,12201,24577,5607
sunglasses,vest,0.73694,13390,3016,13299,2783
tough,difficult,0.736289,22156,12521,21413,14793
stubborn,persistent,0.735455,22804,12721,16493,11317
cloth,sponge,0.735196,38504,19966,2293,1219
talent,skill,0.734544,1573,1247,2126,1950
quiz,math,0.734147,10510,2597,14178,2775
tutor,teacher,0.734102,10532,2448,43932,18971
ribbon,string,0.73401,9620,4359,39006,13698
kitchen,cupboard,0.733679,145366,104320,13792,5579
farmer,farmers,0.733564,51626,13514,2399,1816
jelly,popcorn,0.731843,17816,3113,19675,3738
sparkle,sunlight,0.731646,5386,4075,3160,3012
lazy,sleepy,0.730969,28662,12228,34296,20298
gum,lollipop,0.73074,17838,2882,15007,3409
necklace,crown,0.729966,20246,6927,23653,7425
toilet,bathroom,0.729585,11517,2740,22024,13109
suffer,complain,0.728894,6599,5184,8650,6340
test,exam,0.728681,23940,11047,10447,2469
dark,gloomy,0.728296,118492,82353,21254,11148
triangle,cube,0.728023,17267,4162,20092,3001
glow,shine,0.727226,23014,12644,19705,13003
raincoat,coat,0.725504,1523,1185,43525,23273
solution,situation,0.725478,1922,1803,2353,2263
observe,examine,0.725146,7415,5730,7862,6381
mixer,batter,0.724818,14482,2757,4351,2585
adorable,cute,0.724725,15133,11209,45711,38700
cop,driver,0.72454,13063,2852,39246,14504
fat,thin,0.724213,25116,11801,23704,16191
hungry,thirsty,0.724066,114579,86641,20344,16425
outfit,uniform,0.723855,1445,1104,9183,3452
raft,paddle,0.723619,16097,2663,2386,1687
skip,hop,0.722946,16465,7475,36606,21642
lizard,cactus,0.722812,17267,2745,16942,2556
beach,sand,0.722651,64001,32676,76103,35694
wealthy,elderly,0.722647,21283,11226,24020,11134
treat,snack,0.722321,46542,29206,40998,24708
rod,pipe,0.722095,15102,3302,16614,3131
rock,pebble,0.721799,265929,83005,16025,2724
screw,magnet,0.721048,11402,2415,16628,2722
box,chest,0.720633,592564,206264,22579,10365
unknown,mysterious,0.720408,21783,11903,26220,14800
complete,finish,0.720023,11867,8134,32303,26393
greedy,selfish,0.719299,8073,6900,34915,19326
tummy,stomach,0.944564,14339,10501,6645,3645
bald,rich,0.79176,26261,11242,30205,12705
repair,fix,0.927528,12499,7248,106107,69971
ranch,farm,0.92656,9316,2619,69515,32155
square,circle,0.878214,20474,6528,27623,10904
glee,delight,0.913295,1201,1197,7522,7402
shout,yell,0.903538,14920,13493,10093,8593
tasty,delicious,0.89812,50150,31870,51877,37266
pink,purple,0.894023,87515,42943,57877,21462
trip,vacation,0.872837,36224,21895,7444,2896
store,mall,0.772982,157559,81046,9079,2822
spoon,fork,0.854402,39697,15837,16591,4092
coin,penny,0.843521,38683,9555,20202,3480
pillow,cushion,0.832779,31846,10805,15212,2905
yard,backyard,0.832164,130054,94247,32735,23198
freezer,fridge,0.775448,11178,3284,19888,8594
smelly,filthy,0.823426,33591,13906,19034,10949
foot,leg,0.821039,21492,13047,33053,17102
track,rail,0.819509,15881,5380,9588,2565
hoop,basketball,0.813566,20303,3680,12990,2659
plate,dish,0.808165,32975,16485,16776,3805
season,winter,0.793509,5434,2690,10685,5783
razor,knife,0.728953,12096,2631,20519,7076
sport,soccer,0.791486,6512,2527,5513,2134
unique,rare,0.791405,22714,12422,26248,12445
bathtub,pool,0.791102,13356,3729,31462,9768
cook,bake,0.790812,38960,21505,24343,12891
rope,chain,0.763938,46682,14568,14476,2979
green,yellow,0.788211,176818,119613,113830,70141
hook,net,0.732603,14838,4125,30945,9997
seal,penguin,0.780014,14833,3074,12146,3700
banana,fruit,0.779204,20494,5718,74178,22944
careless,naughty,0.748554,19120,12988,48579,29098
bracelet,purse,0.772998,17229,3445,14998,3154
cake,pastry,0.772605,256544,60928,13257,2529
jet,pilot,0.772036,20805,2854,11418,3756
novel,poem,0.765827,11259,2469,12048,2417
bug,mosquito,0.765772,255799,51376,13044,2422
clever,creative,0.765407,33264,21556,27635,18229
fancy,modern,0.765203,32608,13651,18211,11174
brilliant,lovely,0.724043,20316,12176,29991,20853
bowl,pot,0.75639,66232,35121,52840,19359
arm,finger,0.75198,30590,17769,21459,11778
disagree,quarrel,0.749822,4977,3853,12832,6685
lotion,perfume,0.747098,12445,2616,11394,2626
ornament,crystal,0.746707,11774,2354,17275,3001
twig,nut,0.740502,13141,2925,24680,5634
wolf,leopard,0.733563,33070,5789,15298,2575
page,magazine,0.726573,10424,4442,11813,2634
tiger,dinosaur,0.728877,21189,3960,22421,5673
worm,leaf,0.721731,29565,6481,69541,25545
fountain,pond,0.723119,18955,5089,147151,61012
football,baseball,0.941512,13762,2693,12400,2737
rug,carpet,0.926823,19285,4792,15951,4101
humble,modest,0.921236,17853,11371,14152,10932
river,stream,0.905673,60871,27049,14907,4781
cheerful,lively,0.888088,18340,13111,15010,11302
shield,sword,0.875648,13959,3028,21310,6419
card,stamp,0.852242,25641,5996,13903,3276
jolly,playful,0.743736,20730,11318,17772,14035
shampoo,soap,0.843048,11783,2873,25445,10532
video,cartoon,0.842963,13372,3630,8904,2671
wet,dirty,0.825703,111774,70017,92013,59818
barn,stable,0.837778,22537,8162,9804,3200
notebook,pencil,0.835665,14368,2860,18854,4560
insect,spider,0.762669,13429,2634,37303,7464
computer,screen,0.814509,16487,3742,15820,5706
hammer,nail,0.813079,18172,5201,12948,3077
bossy,grumpy,0.725337,31503,11893,38590,13482
ham,cheese,0.792799,1871,1289,46193,15217
corn,rice,0.777901,19702,4002,16508,3197
bus,subway,0.767987,42105,7382,11163,2566
mattress,furniture,0.722429,13181,2642,9705,4193
bottle,cup,0.769875,57293,22858,58062,22090
station,airport,0.768395,14015,5845,10614,4177
boot,glove,0.754539,13996,2247,16413,2921
folder,calendar,0.724654,14417,2668,11156,2584
crocodile,alligator,0.942813,17066,3076,14489,2654
television,film,0.804486,11410,2712,12981,2544
bike,bicycle,0.929478,66351,18273,15311,3057
helicopter,missile,0.743445,17323,2681,13588,2530
belt,buckle,0.890283,17402,4221,10986,3180
mug,jug,0.818498,16021,2717,17897,3670
incredible,impressive,0.873159,23792,12522,18768,11542
envelope,letter,0.854927,15525,5328,42056,11631
newspaper,dictionary,0.722342,11034,2695,11502,2534
anchor,boat,0.839871,12511,2677,190241,38862
scarf,hat,0.836834,28519,9726,159558,67739
chicken,pig,0.835854,21253,6671,33503,8335
bull,mule,0.802716,16384,2703,11700,2629
lettuce,salad,0.754009,2117,1547,20914,5137
scooter,motorcycle,0.823379,15412,2915,14913,2594
flute,violin,0.952288,18008,3230,15442,2640
drum,guitar,0.901809,30649,6589,20696,4854
lake,ocean,0.796894,52828,19611,16914,7938
muffin,waffle,0.888297,14239,2450,13755,2363
trumpet,microphone,0.783727,16645,3011,13025,3324
weapon,spear,0.836948,8388,2725,12672,2614
thoughtful,generous,0.864894,18458,12496,25709,16535
sheep,goat,0.839406,34461,8225,21558,3341
blueberry,cherry,0.802088,7361,2199,8779,2638
helpful,polite,0.803415,42998,30311,26590,17015
port,reef,0.738999,8396,2568,10152,2609
cocoa,milk,0.741077,16884,4237,43756,19029
soup,meal,0.741482,59126,14374,19257,10600
shirt,sock,0.730316,30790,12881,23674,4334
blouse,skirt,0.957606,10851,2484,11618,2980
onion,potato,0.898363,16203,2586,16314,2656
lemon,lime,0.897403,26872,6796,14473,2562
sugar,butter,0.845146,25977,11850,20459,7094
panda,kangaroo,0.840207,10330,2776,11222,2729
crab,oyster,0.809251,55446,12543,13280,2470
gem,diamond,0.952861,17194,3070,16828,3472
monkey,zebra,0.786388,46801,15040,12816,3325
vegetable,celery,0.818778,4802,2140,15401,2651
pasta,beef,0.766078,19313,3250,11352,2486
shrimp,fish,0.878452,16052,2517,331746,87084
octopus,shark,0.855793,13818,2954,23177,4775
dolphin,jellyfish,0.810107,15402,3464,14721,2733
suit,bathrobe,0.759496,16698,5328,11354,2483
goose,hippo,0.762652,19798,2823,13361,2643
jam,sauce,0.803496,23648,5011,19219,5024
prune,peach,0.888441,8209,1916,15844,2635
spaghetti,pizza,0.765504,16822,3008,28734,5240
avocado,grape,0.809552,14902,2650,9632,2396
