word1,word2,cosine_similarity,word1_freq,word1_docfreq,word2_freq,word2_docfreq,relation
cop,driver,0.72454,13063,2852,39246,14504,Co-Hyponym
fat,thin,0.724213,25116,11801,23704,16191,Co-Hyponym
hungry,thirsty,0.724066,114579,86641,20344,16425,Co-Hyponym
outfit,uniform,0.723855,1445,1104,9183,3452,Co-Hyponym
skip,hop,0.722946,16465,7475,36606,21642,Co-Hyponym
rod,pipe,0.722095,15102,3302,16614,3131,Co-Hyponym
box,chest,0.720633,592564,206264,22579,10365,Co-Hyponym
ranch,farm,0.92656,9316,2619,69515,32155,Co-Hyponym
square,circle,0.878214,20474,6528,27623,10904,Co-Hyponym
pink,purple,0.894023,87515,42943,57877,21462,Co-Hyponym
spoon,fork,0.854402,39697,15837,16591,4092,Co-Hyponym
freezer,fridge,0.775448,11178,3284,19888,8594,Co-Hyponym
smelly,filthy,0.823426,33591,13906,19034,10949,Co-Hyponym
razor,knife,0.728953,12096,2631,20519,7076,Co-Hyponym
bathtub,pool,0.791102,13356,3729,31462,9768,Co-Hyponym
rope,chain,0.763938,46682,14568,14476,2979,Co-Hyponym
green,yellow,0.788211,176818,119613,113830,70141,Co-Hyponym
hook,net,0.732603,14838,4125,30945,9997,Co-Hyponym
seal,penguin,0.780014,14833,3074,12146,3700,Co-Hyponym
careless,naughty,0.748554,19120,12988,48579,29098,Co-Hyponym
bracelet,purse,0.772998,17229,3445,14998,3154,Co-Hyponym
novel,poem,0.765827,11259,2469,12048,2417,Co-Hyponym
clever,creative,0.765407,33264,21556,27635,18229,Co-Hyponym
fancy,modern,0.765203,32608,13651,18211,11174,Co-Hyponym
brilliant,lovely,0.724043,20316,12176,29991,20853,Co-Hyponym
bowl,pot,0.75639,66232,35121,52840,19359,Co-Hyponym
arm,finger,0.75198,30590,17769,21459,11778,Co-Hyponym
disagree,quarrel,0.749822,4977,3853,12832,6685,Co-Hyponym
lotion,perfume,0.747098,12445,2616,11394,2626,Co-Hyponym
ornament,crystal,0.746707,11774,2354,17275,3001,Co-Hyponym
twig,nut,0.740502,13141,2925,24680,5634,Co-Hyponym
wolf,leopard,0.733563,33070,5789,15298,2575,Co-Hyponym
tiger,dinosaur,0.728877,21189,3960,22421,5673,Co-Hyponym
fountain,pond,0.723119,18955,5089,147151,61012,Co-Hyponym
football,baseball,0.941512,13762,2693,12400,2737,Co-Hyponym
river,stream,0.905673,60871,27049,14907,4781,Co-Hyponym
shield,sword,0.875648,13959,3028,21310,6419,Co-Hyponym
card,stamp,0.852242,25641,5996,13903,3276,Co-Hyponym
shampoo,soap,0.843048,11783,2873,25445,10532,Co-Hyponym
wet,dirty,0.825703,111774,70017,92013,59818,Co-Hyponym
barn,stable,0.837778,22537,8162,9804,3200,Co-Hyponym
notebook,pencil,0.835665,14368,2860,18854,4560,Co-Hyponym
hammer,nail,0.813079,18172,5201,12948,3077,Co-Hyponym
bossy,grumpy,0.725337,31503,11893,38590,13482,Co-Hyponym
ham,cheese,0.792799,1871,1289,46193,15217,Co-Hyponym
corn,rice,0.777901,19702,4002,16508,3197,Co-Hyponym
bus,subway,0.767987,42105,7382,11163,2566,Co-Hyponym
bottle,cup,0.769875,57293,22858,58062,22090,Co-Hyponym
station,airport,0.768395,14015,5845,10614,4177,Co-Hyponym
boot,glove,0.754539,13996,2247,16413,2921,Co-Hyponym
folder,calendar,0.724654,14417,2668,11156,2584,Co-Hyponym
crocodile,alligator,0.942813,17066,3076,14489,2654,Co-Hyponym
television,film,0.804486,11410,2712,12981,2544,Co-Hyponym
helicopter,missile,0.743445,17323,2681,13588,2530,Co-Hyponym
mug,jug,0.818498,16021,2717,17897,3670,Co-Hyponym
newspaper,dictionary,0.722342,11034,2695,11502,2534,Co-Hyponym
scarf,hat,0.836834,28519,9726,159558,67739,Co-Hyponym
chicken,pig,0.835854,21253,6671,33503,8335,Co-Hyponym
bull,mule,0.802716,16384,2703,11700,2629,Co-Hyponym
scooter,motorcycle,0.823379,15412,2915,14913,2594,Co-Hyponym
flute,violin,0.952288,18008,3230,15442,2640,Co-Hyponym
drum,guitar,0.901809,30649,6589,20696,4854,Co-Hyponym
lake,ocean,0.796894,52828,19611,16914,7938,Co-Hyponym
muffin,waffle,0.888297,14239,2450,13755,2363,Co-Hyponym
trumpet,microphone,0.783727,16645,3011,13025,3324,Co-Hyponym
thoughtful,generous,0.864894,18458,12496,25709,16535,Co-Hyponym
sheep,goat,0.839406,34461,8225,21558,3341,Co-Hyponym
blueberry,cherry,0.802088,7361,2199,8779,2638,Co-Hyponym
helpful,polite,0.803415,42998,30311,26590,17015,Co-Hyponym
port,reef,0.738999,8396,2568,10152,2609,Co-Hyponym
cocoa,milk,0.741077,16884,4237,43756,19029,Co-Hyponym
shirt,sock,0.730316,30790,12881,23674,4334,Co-Hyponym
blouse,skirt,0.957606,10851,2484,11618,2980,Co-Hyponym
onion,potato,0.898363,16203,2586,16314,2656,Co-Hyponym
lemon,lime,0.897403,26872,6796,14473,2562,Co-Hyponym
sugar,butter,0.845146,25977,11850,20459,7094,Co-Hyponym
panda,kangaroo,0.840207,10330,2776,11222,2729,Co-Hyponym
crab,oyster,0.809251,55446,12543,13280,2470,Co-Hyponym
monkey,zebra,0.786388,46801,15040,12816,3325,Co-Hyponym
pasta,beef,0.766078,19313,3250,11352,2486,Co-Hyponym
shrimp,fish,0.878452,16052,2517,331746,87084,Co-Hyponym
octopus,shark,0.855793,13818,2954,23177,4775,Co-Hyponym
dolphin,jellyfish,0.810107,15402,3464,14721,2733,Co-Hyponym
suit,bathrobe,0.759496,16698,5328,11354,2483,Co-Hyponym
goose,hippo,0.762652,19798,2823,13361,2643,Co-Hyponym
jam,sauce,0.803496,23648,5011,19219,5024,Co-Hyponym
prune,peach,0.888441,8209,1916,15844,2635,Co-Hyponym
spaghetti,pizza,0.765504,16822,3008,28734,5240,Co-Hyponym
avocado,grape,0.809552,14902,2650,9632,2396,Co-Hyponym
seed,plant,0.855199,24887,6437,55394,15836,Holonym
skull,skeleton,0.789051,14279,2817,13273,2698,Holonym
quack,duck,0.763522,5513,2526,103147,23974,Holonym
zip,zipper,0.756509,32989,9131,12385,3062,Holonym
planet,universe,0.753012,12682,3030,8348,2703,Holonym
mailbox,post,0.749094,20022,6334,12911,4096,Holonym
timer,oven,0.747102,2542,1638,35372,15914,Holonym
breakfast,toast,0.746446,10690,7557,18594,3990,Holonym
roar,lion,0.744451,26293,14833,111330,24635,Holonym
dress,doll,0.743596,120356,49677,123802,29800,Holonym
clock,alarm,0.740979,23829,4359,11097,3454,Holonym
spray,hose,0.738067,20532,8599,22966,6936,Holonym
kitchen,cupboard,0.733679,145366,104320,13792,5579,Holonym
toilet,bathroom,0.729585,11517,2740,22024,13109,Holonym
raft,paddle,0.723619,16097,2663,2386,1687,Holonym
beach,sand,0.722651,64001,32676,76103,35694,Holonym
store,mall,0.772982,157559,81046,9079,2822,Holonym
foot,leg,0.821039,21492,13047,33053,17102,Holonym
hoop,basketball,0.813566,20303,3680,12990,2659,Holonym
page,magazine,0.726573,10424,4442,11813,2634,Holonym
computer,screen,0.814509,16487,3742,15820,5706,Holonym
belt,buckle,0.890283,17402,4221,10986,3180,Holonym
envelope,letter,0.854927,15525,5328,42056,11631,Holonym
anchor,boat,0.839871,12511,2677,190241,38862,Holonym
lettuce,salad,0.754009,2117,1547,20914,5137,Holonym
pony,horse,0.814279,14747,2857,39137,11504,Hypernym
safari,tour,0.806854,7202,2454,6896,2735,Hypernym
pill,medicine,0.790427,11938,2563,19593,7851,Hypernym
exercise,yoga,0.762588,6464,3202,14660,2619,Hypernym
gold,treasure,0.760824,21165,8305,49751,21178,Hypernym
chocolate,candy,0.754566,27069,10359,56324,18383,Hypernym
bakery,shop,0.750261,1878,1074,46195,20885,Hypernym
lemonade,juice,0.747313,7094,2266,46759,18447,Hypernym
flavor,vanilla,0.745147,1830,1586,1537,1169,Hypernym
tornado,storm,0.739555,12086,2682,41748,17896,Hypernym
raincoat,coat,0.725504,1523,1185,43525,23273,Hypernym
rock,pebble,0.721799,265929,83005,16025,2724,Hypernym
coin,penny,0.843521,38683,9555,20202,3480,Hypernym
yard,backyard,0.832164,130054,94247,32735,23198,Hypernym
season,winter,0.793509,5434,2690,10685,5783,Hypernym
sport,soccer,0.791486,6512,2527,5513,2134,Hypernym
cook,bake,0.790812,38960,21505,24343,12891,Hypernym
banana,fruit,0.779204,20494,5718,74178,22944,Hypernym
cake,pastry,0.772605,256544,60928,13257,2529,Hypernym
bug,mosquito,0.765772,255799,51376,13044,2422,Hypernym
video,cartoon,0.842963,13372,3630,8904,2671,Hypernym
mattress,furniture,0.722429,13181,2642,9705,4193,Hypernym
weapon,spear,0.836948,8388,2725,12672,2614,Hypernym
soup,meal,0.741482,59126,14374,19257,10600,Hypernym
gem,diamond,0.952861,17194,3070,16828,3472,Hypernym
vegetable,celery,0.818778,4802,2140,15401,2651,Hypernym
bank,piggy,0.838294,2719,1638,3004,1225,other
loud,noise,0.815759,217760,177966,171529,132170,other
barber,haircut,0.796685,16077,2984,14526,4021,producer-prodcut
button,press,0.786353,51356,19820,5898,4384,other
ruler,measure,0.786168,3935,2041,22438,10217,other
yacht,surf,0.772235,15406,2534,8820,2495,other
musician,jazz,0.769489,10076,2712,16087,2638,producer-product
fever,throat,0.768547,1735,1352,2263,1712,other
silver,shiny,0.766546,12225,4944,263644,193607,other
cookie,slice,0.764923,39647,13525,3691,2936,creation-prodcut
bouncy,bounce,0.764405,9876,5288,34844,14371,other
wall,frame,0.760852,71122,35943,13149,3052,holonym
heavy,lift,0.750246,80013,54902,29410,17837,other
puddle,muddy,0.746399,51961,20878,5882,4987,other
bridge,cross,0.744762,25207,7190,21336,10760,other
sunshine,summer,0.744299,20968,13293,10345,6425,holonym
rotten,rot,0.743718,1684,1207,10723,6280,other
ashtray,iron,0.742853,11847,2465,12657,2625,Material-product
spicy,pepper,0.738018,39354,12201,24577,5607,other
quiz,math,0.734147,10510,2597,14178,2775,other
farmer,farmers,0.733564,51626,13514,2399,1816,other
sparkle,sunlight,0.731646,5386,4075,3160,3012,other
suffer,complain,0.728894,6599,5184,8650,6340,other
solution,situation,0.725478,1922,1803,2353,2263,other
mixer,batter,0.724818,14482,2757,4351,2585,tool-product
lizard,cactus,0.722812,17267,2745,16942,2556,other
wealthy,elderly,0.722647,21283,11226,24020,11134,other
screw,magnet,0.721048,11402,2415,16628,2722,other
bald,rich,0.79176,26261,11242,30205,12705,other
jet,pilot,0.772036,20805,2854,11418,3756,frame
worm,leaf,0.721731,29565,6481,69541,25545,other
insect,spider,0.762669,13429,2634,37303,7464,(Wrong hypernym)
jealous,envious,0.947818,23066,13973,16312,11204,Synonym
mighty,powerful,0.897349,24070,11430,28159,14604,Synonym
fragile,delicate,0.896846,23392,12531,20334,12135,Synonym
grateful,thankful,0.896295,33737,28146,21734,21144,Synonym
faucet,tap,0.893838,12084,3012,14721,4488,Synonym
sofa,couch,0.869373,10685,6662,29765,15517,Synonym
dependable,loyal,0.866676,18712,10893,21069,11893,Synonym
ashamed,guilty,0.846711,28396,23801,17298,13353,Synonym
nervous,fearful,0.840853,25909,15536,19254,11095,Synonym
sweetheart,sweetie,0.830853,7614,7071,10998,10393,Synonym
weep,cry,0.830553,7471,5732,106283,92885,Synonym
choice,decision,0.828218,7356,6874,3184,2854,Synonym
famous,popular,0.824742,24308,12333,17905,11555,Synonym
collect,gather,0.821919,14721,8862,11450,8441,Synonym
twist,bend,0.807397,21098,15418,6846,5846,Synonym
clap,applaud,0.806806,22048,16697,4967,4158,Synonym
fashion,style,0.803525,5653,2545,6105,3002,Synonym
tune,song,0.790807,2499,2110,84138,44954,Synonym
soil,dirt,0.790785,10477,4131,40682,29243,Synonym
tidy,neat,0.78588,30745,16917,10167,8678,Synonym
zoom,speed,0.782532,40848,15177,15824,9948,Synonym
tremble,shiver,0.774215,6899,5751,8476,6545,Synonym
silly,foolish,0.77381,65735,47421,22406,13661,Synonym
suggest,recommend,0.770521,2258,2123,6867,6033,Synonym
provide,serve,0.769936,8388,6503,10846,6719,Synonym
meadow,field,0.764668,12979,7319,58008,29683,Synonym
closet,wardrobe,0.763801,24880,13660,12295,2721,Synonym
restless,impatient,0.759379,16098,11275,14971,11526,Synonym
bother,disturb,0.754076,4978,4770,9237,5935,Synonym
overcome,achieve,0.752006,1382,1367,2242,2165,Synonym
soak,bathe,0.751394,7131,5580,12076,6342,Synonym
create,build,0.745342,16691,10079,58798,32484,Synonym
fierce,scary,0.741249,22476,12144,92689,61887,Synonym
tough,difficult,0.736289,22156,12521,21413,14793,Synonym
stubborn,persistent,0.735455,22804,12721,16493,11317,Synonym
talent,skill,0.734544,1573,1247,2126,1950,Synonym
tutor,teacher,0.734102,10532,2448,43932,18971,Synonym
test,exam,0.728681,23940,11047,10447,2469,Synonym
dark,gloomy,0.728296,118492,82353,21254,11148,Synonym
glow,shine,0.727226,23014,12644,19705,13003,Synonym
observe,examine,0.725146,7415,5730,7862,6381,Synonym
adorable,cute,0.724725,15133,11209,45711,38700,Synonym
treat,snack,0.722321,46542,29206,40998,24708,Synonym
unknown,mysterious,0.720408,21783,11903,26220,14800,Synonym
complete,finish,0.720023,11867,8134,32303,26393,Synonym
greedy,selfish,0.719299,8073,6900,34915,19326,Synonym
tummy,stomach,0.944564,14339,10501,6645,3645,Synonym
repair,fix,0.927528,12499,7248,106107,69971,Synonym
glee,delight,0.913295,1201,1197,7522,7402,Synonym
shout,yell,0.903538,14920,13493,10093,8593,Synonym
tasty,delicious,0.89812,50150,31870,51877,37266,Synonym
trip,vacation,0.872837,36224,21895,7444,2896,Synonym
pillow,cushion,0.832779,31846,10805,15212,2905,Synonym
track,rail,0.819509,15881,5380,9588,2565,Synonym
plate,dish,0.808165,32975,16485,16776,3805,Synonym
unique,rare,0.791405,22714,12422,26248,12445,Synonym
rug,carpet,0.926823,19285,4792,15951,4101,Synonym
humble,modest,0.921236,17853,11371,14152,10932,Synonym
cheerful,lively,0.888088,18340,13111,15010,11302,Synonym
jolly,playful,0.743736,20730,11318,17772,14035,Synonym
bike,bicycle,0.929478,66351,18273,15311,3057,Synonym
incredible,impressive,0.873159,23792,12522,18768,11542,Synonym
