word1,word2,cosine_similarity,word1_freq,word1_docfreq,word2_freq,word2_docfreq
expand,swell,0.709305,1484,1444,604,594
lazy,shortcut,0.709065,1740,1688,560,549
decorate,decoration,0.707646,14266,13584,1881,1767
brittle,candy,0.706672,4734,3568,31229,21346
massage,rub,0.706032,2182,2046,46480,38812
patient,rush,0.705839,708,691,619,603
courtesy,magazine,0.705829,538,524,590,578
guide,ruler,0.705684,1533,1464,401,346
relish,pickle,0.704749,11927,8762,6483,5409
forward,upward,0.704161,533,510,413,402
push,press,0.703464,11931,11141,117501,104216
ultimate,bliss,0.70232,1979,1944,334,325
bundle,leaf,0.700532,2397,1707,39572,29725
cuisine,popular,0.70021,423,395,569,556
squash,eggplant,0.699222,69602,24273,40453,12551
curve,bend,0.697533,874,844,890,859
mint,fresh,0.696675,39603,27718,90049,77581
value,info,0.695088,461,449,528,518
sip,tonic,0.695025,499,450,498,345
ignite,match,0.69496,1248,1194,1756,1681
garlic,onion,0.693451,437099,337898,441021,349305
ordinary,cheap,0.692062,348,341,626,608
bath,shock,0.691681,13984,11000,850,804
quart,liter,0.691507,25070,23729,761,716
maker,machine,0.690889,9007,6939,16837,11272
brandy,liquor,0.690753,10593,8116,2616,2071
foam,scum,0.690458,9849,8877,2062,1825
culinary,chef,0.690413,487,465,2442,2310
opinion,experience,0.689923,320,315,668,646
provide,contain,0.688524,850,830,1099,1067
bacon,ham,0.688393,158695,72676,65895,33373
coconut,almond,0.686814,104431,60541,37796,27027
warmth,humidity,0.68641,312,302,495,482
commercial,example,0.685533,587,557,958,932
luncheon,supper,0.685198,660,595,2276,2250
snug,neat,0.685062,344,336,1499,1456
pig,bird,0.684875,1214,651,5478,2881
wedge,spear,0.683631,6896,6086,1447,1313
torch,blow,0.683098,1417,1056,576,545
active,activate,0.682937,804,732,407,399
nut,walnut,0.681891,18770,16744,13118,11477
cocoa,gum,0.681168,53217,42832,1899,1639
link,post,0.680309,1200,1087,916,873
yield,dozen,0.680197,21047,19724,18542,18219
solid,firm,0.679864,6091,5634,77061,69708
cone,lollipop,0.67984,2436,1380,738,529
puff,pastry,0.67937,13034,8677,87282,45355
sloppy,hamburger,0.67883,2816,2406,26971,19454
coast,river,0.676549,359,347,353,324
subtle,hint,0.676133,468,461,1942,1844
fiery,exotic,0.67613,395,374,426,403
foil,tent,0.676096,146565,98859,4567,4357
snap,snow,0.675462,4955,3852,6051,4319
stab,prick,0.674662,347,346,9632,9310
foolproof,fail,0.674379,606,592,1504,1494
generous,decent,0.674343,11095,10635,358,352
casserole,dish,0.674236,199677,135766,364307,277222
pressure,valve,0.673768,15306,5605,659,458
effort,patience,0.672988,461,459,568,554
monitor,attention,0.672882,395,391,676,659
advance,month,0.672841,7969,7384,6022,5861
wall,ridge,0.67272,684,546,355,329
wiggle,jiggle,0.671656,356,351,950,925
sugar,molasses,0.671482,871454,591762,18019,14369
crust,tart,0.671086,146459,87771,29839,12276
mocha,sundae,0.670455,3166,2743,1357,1166
exchange,potassium,0.668317,738,523,750,706
pudding,custard,0.667283,82824,48178,30962,16661
mug,jug,0.666562,4045,2800,2586,2149
strip,weave,0.666495,11442,8945,559,464
soda,cinnamon,0.666339,110174,105869,139973,112577
pure,organic,0.666265,1657,1496,1269,1066
snake,foot,0.666234,446,314,621,493
salty,bland,0.665977,4600,4298,440,423
sunrise,tropical,0.664653,312,303,2689,2529
appetite,personal,0.664111,302,301,1872,1827
consider,include,0.663533,659,645,2968,2907
spare,shoulder,0.663453,814,638,2527,1609
cowboy,wagon,0.662891,1158,1126,364,345
expensive,quality,0.662837,397,385,1705,1568
square,round,0.662708,43291,38623,52156,44104
rise,bulk,0.66126,52396,34020,7133,5928
outline,glue,0.660321,503,400,1450,1045
kitchen,newspaper,0.659251,21930,19836,615,531
combo,version,0.658253,681,661,5057,4445
mackerel,herring,0.657825,1068,519,801,321
moist,dense,0.65727,20544,19621,1250,1215
gift,cute,0.656969,1484,1240,857,794
chip,chunk,0.656639,17651,16885,2773,2620
giant,skinny,0.656221,967,903,942,922
potato,turnip,0.656125,117758,77467,2412,1692
dress,rocket,0.655697,3021,2817,950,732
spicy,saucy,0.655252,26780,24464,2161,2122
muscle,backbone,0.65499,476,422,1001,745
tequila,bloody,0.654569,3999,2989,1154,903
chop,grind,0.653716,98943,84843,17226,15694
parcel,triangle,0.653441,650,485,5355,3960
feed,motor,0.652948,3454,2923,3214,2994
surface,counter,0.652784,100538,81333,9466,8455
ketchup,barbecue,0.652416,18856,16113,23774,17390
birthday,velvet,0.652404,890,811,2548,2365
pocket,slit,0.652368,4690,3335,5983,5306
funnel,spout,0.651853,2238,1260,741,674
fist,index,0.651793,522,496,803,722
boost,enhance,0.650785,318,306,626,617
buttermilk,milk,0.650337,49589,36977,415955,328170
height,diameter,0.649744,1243,1150,12817,12173
royal,decorator,0.649643,1185,854,502,446
margin,border,0.89943,547,501,7773,6420
airtight,store,0.892481,35135,33788,67117,64308
flank,skirt,0.887833,4018,2602,1090,759
suggest,recommend,0.87735,1982,1918,4792,4556
design,pattern,0.862035,2071,1885,7012,6555
pile,heap,0.861464,6651,6254,893,876
smell,aroma,0.858801,4381,4104,2740,2632
breakfast,brunch,0.855055,14727,13915,2537,2490
rubber,spatula,0.853499,14822,13264,54045,45159
southwest,fiesta,0.847042,1763,1678,1667,1598
crisp,crispy,0.846486,64852,60176,31259,27419
pasta,spaghetti,0.836977,168870,66383,43880,24377
depression,dent,0.831783,1005,876,462,385
rib,prime,0.829636,4466,3168,894,599
squid,octopus,0.827282,4773,1479,1884,469
area,spot,0.809724,4543,4024,2769,2449
espresso,rum,0.655198,6417,4159,19158,12892
lemon,lime,0.781301,268966,186775,80588,54806
wing,joint,0.777821,3869,2899,1387,1113
mellow,improve,0.732404,905,888,567,555
port,cider,0.708718,3555,2350,14321,9805
green,celery,0.658131,164011,130760,103983,89646
vertical,incision,0.669121,920,796,531,460
manual,select,0.761201,904,842,3849,3314
thumb,finger,0.754601,3614,3355,9477,8567
suit,balance,0.654471,1898,1862,2826,2661
flavor,intense,0.752931,31661,28297,640,627
pork,beef,0.752458,146549,53902,191114,106065
neck,cavity,0.726041,4415,2991,8407,5958
pint,sterile,0.738651,5814,5229,1020,982
fancy,creative,0.737356,2373,2313,879,863
suggestion,menu,0.726336,1223,1187,432,421
chicken,breast,0.722817,727637,220222,35513,22459
mortar,bash,0.663976,6565,5916,332,310
tricky,difficult,0.692828,489,485,1880,1825
pry,lift,0.689079,492,485,17599,16236
farmhouse,gourmet,0.683534,332,325,1722,1653
caramel,fudge,0.710511,39598,21145,22149,16985
local,farmers,0.707178,1235,1189,865,805
soup,stew,0.706199,248412,152282,29350,20231
summertime,simple,0.705116,495,486,14768,13399
net,fiber,0.705004,411,359,7149,6648
chopper,grinder,0.703755,1512,1408,6318,5504
tip,pipe,0.698206,24669,20969,12594,9993
pineapple,fruit,0.695004,90780,53525,93511,57766
snip,corner,0.691847,2839,2726,8485,6620
bakery,shop,0.690633,472,458,466,446
coleslaw,salad,0.689301,5349,3971,212192,143187
scratch,pioneer,0.688502,898,873,358,343
trick,attempt,0.687944,1165,1134,320,313
rope,stretch,0.686343,3339,2218,4871,4162
clam,seafood,0.686319,8299,5478,11365,7631
useful,tool,0.67596,326,310,682,647
tendency,tend,0.684835,347,347,1627,1599
coil,twist,0.68399,629,491,8784,8094
iceberg,avocado,0.664552,719,638,32835,19989
rainbow,colorful,0.67956,1418,1261,1204,1181
draw,trace,0.673165,2740,2521,1271,1151
lovely,delicate,0.672741,2335,2231,1573,1526
banana,strawberry,0.672065,47660,32142,33688,25070
skip,bother,0.667274,2934,2863,578,572
diabetic,deluxe,0.662282,1664,1633,1358,1339
sunshine,heavenly,0.661136,916,890,1735,1719
nutty,rich,0.654781,3633,3523,7659,7315
mustard,weed,0.656056,86752,72210,2645,2542
watermelon,melon,0.816728,7206,3021,6646,3968
tree,wreath,0.811795,1767,973,1059,627
common,unique,0.677643,466,450,448,444
parallel,horizontal,0.78661,1214,1146,1117,1014
hook,paddle,0.785373,5257,4364,10457,9004
spiral,circular,0.65886,1891,1663,2869,2714
raisin,oatmeal,0.760898,8368,7385,25461,19089
shrimp,crab,0.65923,120378,38939,26918,13510
health,trader,0.65327,950,913,338,316
downward,motion,0.671797,441,428,3077,2903
fabulous,picnic,0.660503,1062,1048,1284,1172
tall,martini,0.723568,5296,5153,4739,3171
prune,cranberry,0.656576,1680,1295,25711,18458
fantastic,endless,0.677584,1030,1022,398,396
marrow,shank,0.70676,708,337,999,633
available,purchase,0.685357,5417,5077,679,660
vinegar,juice,0.683817,136939,119032,329049,261200
score,diamond,0.698485,6365,5966,2143,1892
join,crease,0.694024,617,598,451,363
ideal,excellent,0.678996,1259,1228,3069,3017
harvest,autumn,0.85626,1685,1649,1381,1355
mixer,electric,0.844264,125492,96810,63824,58431
salmon,trout,0.834791,58542,18829,4306,1668
winter,summer,0.832962,3509,3285,9199,8621
attachment,speed,0.661392,15049,12629,102595,68499
fish,catfish,0.809345,108854,42674,2907,1446
duck,belly,0.705472,14375,3291,3157,1364
carcass,bone,0.761141,1057,693,15563,12492
mystery,delight,0.69419,305,300,6065,5950
helpful,convenient,0.660351,843,815,468,460
rhubarb,blueberry,0.725147,15525,5866,16490,13284
lettuce,cucumber,0.681584,48542,37699,29855,19767
flap,tuck,0.663766,771,593,5716,5504
goose,quail,0.668621,1474,420,2677,756
calcium,vitamin,0.889598,1608,1475,2349,1241
delightful,gorgeous,0.66543,463,461,384,374
protein,sodium,0.77712,10322,9072,7533,6923
cocktail,shaker,0.78117,17921,13596,9114,7322
pencil,circle,0.666667,567,500,24402,18157
fruity,festive,0.664501,1762,1675,1506,1492
grapefruit,passion,0.702755,7159,3518,1415,791
champagne,vodka,0.714973,4945,3142,8281,5930
lemonade,pitcher,0.706624,6577,4765,9307,7663
leg,hen,0.672222,4075,2711,2078,1148
decadent,luscious,0.747654,757,747,859,850
divine,heaven,0.698162,576,567,719,703
mango,papaya,0.903692,17207,9134,2854,1476
peach,raspberry,0.745289,20202,13720,16284,11320
delicious,terrific,0.795212,20260,19492,500,499
incredible,everyday,0.674359,434,428,536,525
quickie,speedy,0.776092,339,333,638,633
marvelous,famous,0.663569,318,318,1932,1902
