word1,word2,cosine_similarity,word1_freq,word1_docfreq,word2_freq,word2_docfreq
basement,helpful,-0.067089,1990,1097,42998,30311
jazz,rid,-0.06706,16087,2638,2223,1996
basement,giraffe,-0.066341,1990,1097,10869,4710
birthday,rid,-0.062672,46154,24137,2223,1996
helper,sunlight,-0.062515,11184,8180,3160,3012
helmet,teamwork,-0.062189,16276,5286,2461,2387
snowman,rid,-0.062179,36710,8243,2223,1996
thief,sunlight,-0.061732,15779,3855,3160,3012
squeaky,statue,-0.061529,7262,1902,18933,3333
giraffe,bedroom,-0.0615,10869,4710,18923,11269
dependable,oven,-0.06075,18712,10893,35372,15914
wealthy,bedtime,-0.059732,21283,11226,2913,2671
sweetie,stadium,-0.058963,10998,10393,9402,2575
bracelet,teamwork,-0.058173,17229,3445,2461,2387
speedy,violin,-0.056746,9357,1436,15442,2640
cupboard,loyal,-0.056722,13792,5579,21069,11893
sweetie,laser,-0.056408,10998,10393,14374,2472
fridge,loyal,-0.056202,19888,8594,21069,11893
mosquito,teamwork,-0.055974,13044,2422,2461,2387
respectful,lollipop,-0.055732,9727,8409,15007,3409
farmers,blackboard,-0.055575,2399,1816,12124,2532
tummy,comet,-0.05436,14339,10501,16536,2596
elderly,bedtime,-0.054111,24020,11134,2913,2671
rid,statue,-0.053262,2223,1996,18933,3333
flashlight,envious,-0.052288,16743,4756,16312,11204
microphone,rid,-0.05228,13025,3324,2223,1996
lemonade,harmless,-0.05221,7094,2266,17153,11298
zebra,ashtray,-0.052147,12816,3325,11847,2465
sunlight,exam,-0.052091,3160,3012,10447,2469
tummy,farmers,-0.051981,14339,10501,2399,1816
obedient,necklace,-0.050578,19027,11557,20246,6927
basement,envious,-0.050573,1990,1097,16312,11204
tiny,winner,-0.050096,117813,76770,5291,4738
muffin,respectful,-0.050051,14239,2450,9727,8409
helmet,squeaky,-0.049902,16276,5286,7262,1902
zebra,oven,-0.04987,12816,3325,35372,15914
speedy,bracelet,-0.049605,9357,1436,17229,3445
bedtime,rid,-0.049263,2913,2671,2223,1996
farmer,microphone,-0.048882,51626,13514,13025,3324
respectful,snowman,-0.048863,9727,8409,36710,8243
noon,respectful,-0.047925,3836,2611,9727,8409
ashtray,loyal,-0.046243,11847,2465,21069,11893
hippo,basement,-0.045248,13361,2643,1990,1097
oven,grumpy,-0.044907,35372,15914,38590,13482
twig,bedtime,-0.044426,13141,2925,2913,2671
farmers,exam,-0.043683,2399,1816,10447,2469
sweetie,blackboard,-0.043413,10998,10393,12124,2532
microphone,farmers,-0.043299,13025,3324,2399,1816
birthday,cactus,-0.042989,46154,24137,16942,2556
smelly,respectful,-0.042242,33591,13906,9727,8409
helper,ignore,-0.041893,11184,8180,8897,6878
winner,bedroom,-0.041501,5291,4738,18923,11269
spaceship,squeaky,-0.041008,3926,1968,7262,1902
respectful,airplane,-0.040855,9727,8409,2638,1197
faucet,reindeer,-0.040748,12084,3012,11544,2589
dangerous,snowman,-0.040618,55359,39378,36710,8243
obedient,spider,-0.039712,19027,11557,37303,7464
kitchen,lung,-0.039553,145366,104320,4212,1551
rid,reindeer,-0.03873,2223,1996,11544,2589
speedy,notebook,-0.03856,9357,1436,14368,2860
respectful,celery,-0.038098,9727,8409,15401,2651
tasty,raincoat,-0.037942,50150,31870,1523,1185
farmer,microscope,-0.036682,51626,13514,12484,2625
lung,sidewalk,-0.036184,4212,1551,4563,3519
backyard,grumpy,-0.035128,32735,23198,38590,13482
tummy,giraffe,-0.035114,14339,10501,10869,4710
helmet,rid,-0.034436,16276,5286,2223,1996
thankful,snowman,-0.034346,21734,21144,36710,8243
microscope,farmers,-0.034032,12484,2625,2399,1816
thankful,math,-0.032705,21734,21144,14178,2775
airplane,grumpy,-0.032683,2638,1197,38590,13482
wallet,teamwork,-0.032544,14651,2931,2461,2387
winner,cactus,-0.03244,5291,4738,16942,2556
harmless,exam,-0.032316,17153,11298,10447,2469
lemonade,loyal,-0.03162,7094,2266,21069,11893
violin,rid,-0.031387,15442,2640,2223,1996
spider,loyal,-0.031158,37303,7464,21069,11893
pond,sweetie,-0.030521,147151,61012,10998,10393
twig,respectful,-0.030204,13141,2925,9727,8409
winner,sweetie,-0.030133,5291,4738,10998,10393
teamwork,lollipop,-0.028707,2461,2387,15007,3409
ignore,airplane,-0.028576,8897,6878,2638,1197
microscope,grumpy,-0.028175,12484,2625,38590,13482
squeaky,airport,-0.028118,7262,1902,10614,4177
freezer,graceful,-0.027826,11178,3284,16166,11505
jazz,spaceship,-0.027474,16087,2638,3926,1968
sofa,alligator,-0.026769,10685,6662,14489,2654
farmers,violin,-0.026734,2399,1816,15442,2640
cardboard,kangaroo,-0.026417,12298,4652,11222,2729
hippo,rid,-0.02633,13361,2643,2223,1996
squeaky,sandbox,-0.025973,7262,1902,12385,8686
spider,owner,-0.025803,37303,7464,54977,31114
thankful,blackboard,-0.02558,21734,21144,12124,2532
basement,dependable,-0.025212,1990,1097,18712,10893
furniture,winner,-0.025202,9705,4193,5291,4738
rainy,thief,-0.024791,2083,1842,15779,3855
tiny,respectful,-0.024599,117813,76770,9727,8409
shirt,dangerous,-0.023593,30790,12881,55359,39378
tasty,basement,-0.023345,50150,31870,1990,1097
classroom,sweetie,-0.023301,9899,4439,10998,10393
notebook,dangerous,-0.022156,14368,2860,55359,39378
scary,farmers,-0.02206,92689,61887,2399,1816
envious,mailman,-0.022052,16312,11204,6980,2494
grumpy,teamwork,-0.021512,38590,13482,2461,2387
obedient,snowman,-0.021467,19027,11557,36710,8243
giraffe,smelly,-0.021424,10869,4710,33591,13906
smelly,airplane,-0.020744,33591,13906,2638,1197
squeaky,sweetie,-0.020588,7262,1902,10998,10393
shirt,respectful,-0.020587,30790,12881,9727,8409
respectful,bathrobe,-0.0203,9727,8409,11354,2483
obedient,reindeer,-0.019996,19027,11557,11544,2589
sidewalk,kangaroo,-0.019995,4563,3519,11222,2729
graceful,snowman,-0.019835,16166,11505,36710,8243
hippo,cardboard,-0.019618,13361,2643,12298,4652
ashtray,respectful,-0.01891,11847,2465,9727,8409
raincoat,teamwork,-0.01859,1523,1185,2461,2387
tiny,stadium,-0.018569,117813,76770,9402,2575
tasty,ambulance,-0.01836,50150,31870,14259,3410
obedient,comet,-0.017957,19027,11557,16536,2596
respectful,cardboard,-0.017582,9727,8409,12298,4652
microphone,teamwork,-0.017388,13025,3324,2461,2387
thankful,spider,-0.017368,21734,21144,37303,7464
classroom,necklace,-0.01723,9899,4439,20246,6927
necklace,stadium,-0.016793,20246,6927,9402,2575
barn,microphone,-0.016613,22537,8162,13025,3324
basement,celery,-0.016353,1990,1097,15401,2651
graceful,wallet,-0.016054,16166,11505,14651,2931
cupboard,soccer,-0.016001,13792,5579,5513,2134
lemonade,squeaky,-0.015811,7094,2266,7262,1902
basement,twig,-0.015772,1990,1097,13141,2925
microscope,jazz,-0.01553,12484,2625,16087,2638
basement,graceful,-0.015381,1990,1097,16166,11505
dependable,necklace,-0.015182,18712,10893,20246,6927
tummy,impressive,-0.01505,14339,10501,18768,11542
bracelet,squeaky,-0.014941,17229,3445,7262,1902
winner,mosquito,-0.014915,5291,4738,13044,2422
birthday,respectful,-0.014813,46154,24137,9727,8409
respectful,laser,-0.014358,9727,8409,14374,2472
rainy,rid,-0.013914,2083,1842,2223,1996
thief,teamwork,-0.013894,15779,3855,2461,2387
wealthy,squeaky,-0.013704,21283,11226,7262,1902
twig,sweetie,-0.013552,13141,2925,10998,10393
envious,sweetie,-0.012977,16312,11204,10998,10393
obedient,bracelet,-0.012742,19027,11557,17229,3445
zebra,cupboard,-0.01255,12816,3325,13792,5579
factory,sweetie,-0.012477,12323,2747,10998,10393
obedient,sunlight,-0.012221,19027,11557,3160,3012
airplane,rid,-0.011924,2638,1197,2223,1996
ignore,snowman,-0.011846,8897,6878,36710,8243
tummy,loyal,-0.011721,14339,10501,21069,11893
farmer,spaceship,-0.011686,51626,13514,3926,1968
thankful,penguin,-0.010899,21734,21144,12146,3700
kitchen,reindeer,-0.010489,145366,104320,11544,2589
basement,melon,-0.010273,1990,1097,18246,2607
thankful,spaceship,-0.010245,21734,21144,3926,1968
tornado,respectful,-0.010101,12086,2682,9727,8409
lemonade,reindeer,-0.010046,7094,2266,11544,2589
twig,teacher,-0.009974,13141,2925,43932,18971
basement,dancer,-0.009775,1990,1097,10269,4077
lung,sofa,-0.00942,4212,1551,10685,6662
thankful,soccer,-0.009391,21734,21144,5513,2134
tornado,rid,-0.00932,12086,2682,2223,1996
respectful,exam,-0.009184,9727,8409,10447,2469
tasty,teacher,-0.00917,50150,31870,43932,18971
respectful,sunglasses,-0.00901,9727,8409,13390,3016
freezer,respectful,-0.008797,11178,3284,9727,8409
basement,yogurt,-0.00866,1990,1097,16802,2791
tummy,dependable,-0.008332,14339,10501,18712,10893
microphone,sweetie,-0.008291,13025,3324,10998,10393
jazz,sunlight,-0.008175,16087,2638,3160,3012
winner,cupboard,-0.007967,5291,4738,13792,5579
helper,squeaky,-0.007893,11184,8180,7262,1902
lemonade,dangerous,-0.007742,7094,2266,55359,39378
giraffe,oven,-0.00754,10869,4710,35372,15914
farmer,airplane,-0.007347,51626,13514,2638,1197
envious,bedtime,-0.007086,16312,11204,2913,2671
helpful,bedtime,-0.006734,42998,30311,2913,2671
spaceship,loyal,-0.006733,3926,1968,21069,11893
sidewalk,sweetie,-0.00667,4563,3519,10998,10393
scary,sunlight,-0.006122,92689,61887,3160,3012
winner,spaceship,-0.005488,5291,4738,3926,1968
ambulance,teamwork,-0.005068,14259,3410,2461,2387
tummy,respectful,-0.004883,14339,10501,9727,8409
lake,teacher,-0.004429,52828,19611,43932,18971
scary,thankful,-0.004223,92689,61887,21734,21144
freezer,loyal,-0.003773,11178,3284,21069,11893
graceful,rid,-0.003587,16166,11505,2223,1996
tiny,exam,-0.003143,117813,76770,10447,2469
tasty,airplane,-0.003086,50150,31870,2638,1197
bakery,cactus,-0.002084,1878,1074,16942,2556
raincoat,squeaky,-0.001979,1523,1185,7262,1902
giraffe,sunlight,-0.001976,10869,4710,3160,3012
farmers,lollipop,-0.00195,2399,1816,15007,3409
sweetie,reindeer,-0.001457,10998,10393,11544,2589
sidewalk,thankful,-0.001395,4563,3519,21734,21144
flashlight,hippo,-0.000999,16743,4756,13361,2643
rid,airport,-0.000798,2223,1996,10614,4177
tiny,sandbox,-0.000739,117813,76770,12385,8686
spaceship,rid,-0.000688,3926,1968,2223,1996
pizza,sunlight,-0.000619,28734,5240,3160,3012
farmer,bedtime,-0.000444,51626,13514,2913,2671
dependable,cupboard,-0.000299,18712,10893,13792,5579
spider,sunglasses,-0.000262,37303,7464,13390,3016
winner,faucet,-0.000226,5291,4738,12084,3012
impressive,ignore,0.00018,18768,11542,8897,6878
kitchen,zebra,0.000185,145366,104320,12816,3325
kitchen,statue,0.000242,145366,104320,18933,3333
respectful,melon,0.000448,9727,8409,18246,2607
microphone,respectful,0.000564,13025,3324,9727,8409
comet,sandbox,0.000758,16536,2596,12385,8686
raincoat,envious,0.000865,1523,1185,16312,11204
tasty,helmet,0.000889,50150,31870,16276,5286
flashlight,helpful,0.001119,16743,4756,42998,30311
envious,farmer,0.001222,16312,11204,51626,13514
bedtime,sandbox,0.001277,2913,2671,12385,8686
necklace,exam,0.001426,20246,6927,10447,2469
respectful,bedtime,0.001553,9727,8409,2913,2671
zebra,rid,0.001644,12816,3325,2223,1996
thankful,statue,0.001716,21734,21144,18933,3333
smelly,reindeer,0.002196,33591,13906,11544,2589
comet,farmers,0.002323,16536,2596,2399,1816
respectful,yogurt,0.002751,9727,8409,16802,2791
dangerous,yogurt,0.002829,55359,39378,16802,2791
microphone,speedy,0.002963,13025,3324,9357,1436
bathtub,reindeer,0.003455,13356,3729,11544,2589
obedient,laser,0.003495,19027,11557,14374,2472
respectful,mosquito,0.003569,9727,8409,13044,2422
flashlight,graceful,0.00373,16743,4756,16166,11505
factory,lollipop,0.003749,12323,2747,15007,3409
lemonade,sofa,0.003753,7094,2266,10685,6662
comfy,teamwork,0.003896,3373,2981,2461,2387
fridge,speedy,0.004042,19888,8594,9357,1436
comfy,rid,0.004283,3373,2981,2223,1996
rid,soccer,0.004409,2223,1996,5513,2134
kitchen,helmet,0.004451,145366,104320,16276,5286
eager,rid,0.004648,19092,15839,2223,1996
winner,bathrobe,0.004878,5291,4738,11354,2483
birthday,smelly,0.004894,46154,24137,33591,13906
farmers,harmless,0.004959,2399,1816,17153,11298
farmer,laser,0.005189,51626,13514,14374,2472
barn,lollipop,0.005259,22537,8162,15007,3409
helicopter,smelly,0.005396,17323,2681,33591,13906
hippo,sidewalk,0.005449,13361,2643,4563,3519
sofa,impressive,0.005729,10685,6662,18768,11542
mailman,teamwork,0.005731,6980,2494,2461,2387
tummy,cardboard,0.005923,14339,10501,12298,4652
elderly,laser,0.006049,24020,11134,14374,2472
thankful,mosquito,0.006052,21734,21144,13044,2422
teacher,sunlight,0.006061,43932,18971,3160,3012
fridge,dependable,0.006342,19888,8594,18712,10893
ignore,sandbox,0.00648,8897,6878,12385,8686
birthday,pond,0.006584,46154,24137,147151,61012
tummy,graceful,0.007061,14339,10501,16166,11505
zebra,lemonade,0.007064,12816,3325,7094,2266
lake,math,0.00724,52828,19611,14178,2775
zebra,comfy,0.007285,12816,3325,3373,2981
tasty,respectful,0.007287,50150,31870,9727,8409
factory,bracelet,0.007483,12323,2747,17229,3445
flashlight,tasty,0.007611,16743,4756,50150,31870
mailman,bedtime,0.007674,6980,2494,2913,2671
tummy,statue,0.007717,14339,10501,18933,3333
sofa,loyal,0.007741,10685,6662,21069,11893
flashlight,winner,0.007748,16743,4756,5291,4738
envious,oven,0.007879,16312,11204,35372,15914
lemonade,bedtime,0.007913,7094,2266,2913,2671
sandbox,rid,0.007957,12385,8686,2223,1996
speedy,snowman,0.008016,9357,1436,36710,8243
comet,respectful,0.008189,16536,2596,9727,8409
lung,barn,0.008378,4212,1551,22537,8162
ignore,sweetie,0.008558,8897,6878,10998,10393
teacher,comfy,0.00859,43932,18971,3373,2981
necklace,math,0.008717,20246,6927,14178,2775
dependable,microphone,0.008785,18712,10893,13025,3324
tasty,blackboard,0.009162,50150,31870,12124,2532
bakery,harmless,0.009283,1878,1074,17153,11298
ashtray,teamwork,0.009324,11847,2465,2461,2387
giraffe,rid,0.009395,10869,4710,2223,1996
impressive,oven,0.009407,18768,11542,35372,15914
zebra,cardboard,0.009426,12816,3325,12298,4652
tasty,spaceship,0.009837,50150,31870,3926,1968
elderly,spaceship,0.009847,24020,11134,3926,1968
fridge,soccer,0.009908,19888,8594,5513,2134
teamwork,statue,0.009944,2461,2387,18933,3333
mailman,dangerous,0.010088,6980,2494,55359,39378
alligator,teamwork,0.01024,14489,2654,2461,2387
kitchen,loyal,0.01036,145366,104320,21069,11893
sidewalk,giraffe,0.010505,4563,3519,10869,4710
earthquake,respectful,0.010643,6802,2732,9727,8409
impressive,rid,0.011169,18768,11542,2223,1996
elephant,rid,0.011416,43111,13809,2223,1996
dependable,sofa,0.011448,18712,10893,10685,6662
squeaky,necklace,0.01147,7262,1902,20246,6927
lemonade,obedient,0.011586,7094,2266,19027,11557
basement,bracelet,0.011607,1990,1097,17229,3445
eager,tummy,0.011633,19092,15839,14339,10501
speedy,sunglasses,0.012117,9357,1436,13390,3016
bracelet,rid,0.012251,17229,3445,2223,1996
raincoat,harmless,0.012319,1523,1185,17153,11298
scary,wallet,0.012736,92689,61887,14651,2931
farmers,airplane,0.012746,2399,1816,2638,1197
loyal,airplane,0.01286,21069,11893,2638,1197
tummy,mailman,0.012878,14339,10501,6980,2494
bracelet,grumpy,0.012884,17229,3445,38590,13482
farmer,notebook,0.013038,51626,13514,14368,2860
lake,squeaky,0.013088,52828,19611,7262,1902
backyard,speedy,0.013091,32735,23198,9357,1436
notebook,squeaky,0.013338,14368,2860,7262,1902
helicopter,ignore,0.01345,17323,2681,8897,6878
envious,sofa,0.013497,16312,11204,10685,6662
jazz,sweetie,0.013531,16087,2638,10998,10393
classroom,dangerous,0.013568,9899,4439,55359,39378
basement,thankful,0.013632,1990,1097,21734,21144
graceful,teacher,0.013645,16166,11505,43932,18971
tummy,necklace,0.013754,14339,10501,20246,6927
obedient,twig,0.01383,19027,11557,13141,2925
flashlight,helper,0.01391,16743,4756,11184,8180
sweetie,grumpy,0.013921,10998,10393,38590,13482
necklace,grumpy,0.014079,20246,6927,38590,13482
ambulance,celery,0.014205,14259,3410,15401,2651
scary,farmer,0.014408,92689,61887,51626,13514
eager,necklace,0.014479,19092,15839,20246,6927
spaceship,grumpy,0.014541,3926,1968,38590,13482
sweetie,loyal,0.014627,10998,10393,21069,11893
ignore,cardboard,0.014656,8897,6878,12298,4652
tummy,stadium,0.014724,14339,10501,9402,2575
bathtub,teamwork,0.014767,13356,3729,2461,2387
speedy,sandbox,0.014833,9357,1436,12385,8686
helper,bedtime,0.014839,11184,8180,2913,2671
backyard,giraffe,0.01495,32735,23198,10869,4710
rainy,respectful,0.015062,2083,1842,9727,8409
helper,laser,0.015355,11184,8180,14374,2472
tummy,airplane,0.015373,14339,10501,2638,1197
sidewalk,alligator,0.015393,4563,3519,14489,2654
helpful,oven,0.015703,42998,30311,35372,15914
kitchen,twig,0.016073,145366,104320,13141,2925
bedroom,alligator,0.016203,18923,11269,14489,2654
smelly,teamwork,0.016335,33591,13906,2461,2387
elephant,sidewalk,0.016497,43111,13809,4563,3519
raincoat,impressive,0.016569,1523,1185,18768,11542
farmer,violin,0.01671,51626,13514,15442,2640
factory,sunglasses,0.016796,12323,2747,13390,3016
violin,teamwork,0.016856,15442,2640,2461,2387
helpful,bedroom,0.016978,42998,30311,18923,11269
basement,sunglasses,0.017168,1990,1097,13390,3016
giraffe,notebook,0.017187,10869,4710,14368,2860
sofa,reindeer,0.017236,10685,6662,11544,2589
wealthy,raincoat,0.017643,21283,11226,1523,1185
zebra,envious,0.017865,12816,3325,16312,11204
wallet,sweetie,0.017886,14651,2931,10998,10393
twig,factory,0.017915,13141,2925,12323,2747
impressive,respectful,0.01794,18768,11542,9727,8409
lemonade,laser,0.018257,7094,2266,14374,2472
hippo,bedroom,0.018283,13361,2643,18923,11269
useful,farmers,0.018585,22551,12885,2399,1816
respectful,notebook,0.018639,9727,8409,14368,2860
eager,sweetie,0.018712,19092,15839,10998,10393
earthquake,lake,0.018839,6802,2732,52828,19611
ashtray,giraffe,0.019018,11847,2465,10869,4710
rainy,squeaky,0.019115,2083,1842,7262,1902
dependable,ashtray,0.019291,18712,10893,11847,2465
necklace,loyal,0.019307,20246,6927,21069,11893
muffin,teamwork,0.019327,14239,2450,2461,2387
lake,sweetie,0.019466,52828,19611,10998,10393
lemonade,speedy,0.019484,7094,2266,9357,1436
respectful,violin,0.019498,9727,8409,15442,2640
rid,kangaroo,0.019516,2223,1996,11222,2729
kitchen,giraffe,0.019542,145366,104320,10869,4710
ashtray,reindeer,0.019746,11847,2465,11544,2589
helicopter,grumpy,0.019756,17323,2681,38590,13482
comet,smelly,0.019828,16536,2596,33591,13906
microphone,reindeer,0.019887,13025,3324,11544,2589
winner,respectful,0.019987,5291,4738,9727,8409
elephant,sofa,0.020067,43111,13809,10685,6662
helicopter,obedient,0.020092,17323,2681,19027,11557
useful,sofa,0.020109,22551,12885,10685,6662
billboard,thankful,0.020141,10861,2501,21734,21144
bedtime,alligator,0.020279,2913,2671,14489,2654
speedy,oven,0.020326,9357,1436,35372,15914
raincoat,grumpy,0.020334,1523,1185,38590,13482
helpful,ashtray,0.020553,42998,30311,11847,2465
faucet,sweetie,0.020557,12084,3012,10998,10393
thankful,sweetie,0.020614,21734,21144,10998,10393
wealthy,sweetie,0.020742,21283,11226,10998,10393
lemonade,dependable,0.020871,7094,2266,18712,10893
backyard,sweetie,0.02103,32735,23198,10998,10393
dangerous,reindeer,0.021221,55359,39378,11544,2589
fridge,graceful,0.02125,19888,8594,16166,11505
elephant,bedroom,0.021289,43111,13809,18923,11269
sweetie,snowman,0.021348,10998,10393,36710,8243
sofa,exam,0.021373,10685,6662,10447,2469
scary,yogurt,0.021388,92689,61887,16802,2791
useful,kangaroo,0.021742,22551,12885,11222,2729
ignore,dancer,0.021833,8897,6878,10269,4077
speedy,cardboard,0.021992,9357,1436,12298,4652
giraffe,respectful,0.022142,10869,4710,9727,8409
backyard,billboard,0.022257,32735,23198,10861,2501
lung,fridge,0.022298,4212,1551,19888,8594
speedy,bedroom,0.022687,9357,1436,18923,11269
billboard,squeaky,0.022869,10861,2501,7262,1902
basement,winner,0.022956,1990,1097,5291,4738
envious,farmers,0.023023,16312,11204,2399,1816
sidewalk,penguin,0.023102,4563,3519,12146,3700
necklace,rid,0.023164,20246,6927,2223,1996
graceful,pizza,0.0233,16166,11505,28734,5240
bathtub,thankful,0.023309,13356,3729,21734,21144
cardboard,sunlight,0.023338,12298,4652,3160,3012
hippo,oven,0.02349,13361,2643,35372,15914
freezer,dependable,0.023506,11178,3284,18712,10893
freezer,dancer,0.023544,11178,3284,10269,4077
respectful,ambulance,0.024001,9727,8409,14259,3410
flashlight,obedient,0.024219,16743,4756,19027,11557
sidewalk,teamwork,0.02423,4563,3519,2461,2387
fridge,winner,0.024323,19888,8594,5291,4738
teamwork,celery,0.024486,2461,2387,15401,2651
helmet,grumpy,0.024489,16276,5286,38590,13482
pond,math,0.024504,147151,61012,14178,2775
fridge,obedient,0.02452,19888,8594,19027,11557
basement,farmer,0.025119,1990,1097,51626,13514
earthquake,bedroom,0.025228,6802,2732,18923,11269
zebra,furniture,0.025304,12816,3325,9705,4193
earthquake,yogurt,0.025479,6802,2732,16802,2791
birthday,farmers,0.025481,46154,24137,2399,1816
birthday,sunlight,0.025532,46154,24137,3160,3012
basement,alligator,0.025669,1990,1097,14489,2654
dangerous,dancer,0.025994,55359,39378,10269,4077
jazz,cactus,0.025997,16087,2638,16942,2556
bathtub,giraffe,0.026107,13356,3729,10869,4710
tasty,laser,0.026135,50150,31870,14374,2472
tummy,snowman,0.026158,14339,10501,36710,8243
airport,celery,0.026489,10614,4177,15401,2651
elephant,oven,0.026575,43111,13809,35372,15914
basement,grumpy,0.026728,1990,1097,38590,13482
lemonade,thankful,0.026779,7094,2266,21734,21144
squeaky,sunglasses,0.02683,7262,1902,13390,3016
billboard,rid,0.027024,10861,2501,2223,1996
ashtray,winner,0.027534,11847,2465,5291,4738
lake,teamwork,0.027606,52828,19611,2461,2387
billboard,respectful,0.027621,10861,2501,9727,8409
barn,sweetie,0.027699,22537,8162,10998,10393
birthday,mosquito,0.027837,46154,24137,13044,2422
sunglasses,grumpy,0.027947,13390,3016,38590,13482
tiny,sunglasses,0.027974,117813,76770,13390,3016
spaceship,celery,0.027988,3926,1968,15401,2651
squeaky,soccer,0.028009,7262,1902,5513,2134
sidewalk,celery,0.028145,4563,3519,15401,2651
lemonade,basement,0.028357,7094,2266,1990,1097
helpful,spaceship,0.028386,42998,30311,3926,1968
respectful,wallet,0.028489,9727,8409,14651,2931
noon,teamwork,0.028501,3836,2611,2461,2387
elephant,bracelet,0.028638,43111,13809,17229,3445
dangerous,bathrobe,0.02871,55359,39378,11354,2483
eager,earthquake,0.028795,19092,15839,6802,2732
farmers,classroom,0.028821,2399,1816,9899,4439
rid,blackboard,0.028828,2223,1996,12124,2532
oven,kangaroo,0.028837,35372,15914,11222,2729
bedtime,statue,0.028902,2913,2671,18933,3333
zebra,bedroom,0.029012,12816,3325,18923,11269
teacher,harmless,0.029046,43932,18971,17153,11298
pond,exam,0.029249,147151,61012,10447,2469
wealthy,oven,0.029395,21283,11226,35372,15914
furniture,reindeer,0.029509,9705,4193,11544,2589
mailman,celery,0.02954,6980,2494,15401,2651
mailman,kangaroo,0.029553,6980,2494,11222,2729
winner,harmless,0.029724,5291,4738,17153,11298
hippo,sofa,0.029764,13361,2643,10685,6662
thankful,smelly,0.029833,21734,21144,33591,13906
raincoat,spider,0.029968,1523,1185,37303,7464
cactus,teamwork,0.029985,16942,2556,2461,2387
freezer,winner,0.030063,11178,3284,5291,4738
basement,impressive,0.030087,1990,1097,18768,11542
elderly,basement,0.030155,24020,11134,1990,1097
obedient,shirt,0.030205,19027,11557,30790,12881
respectful,thief,0.030424,9727,8409,15779,3855
tummy,thief,0.030508,14339,10501,15779,3855
furniture,ignore,0.030653,9705,4193,8897,6878
graceful,sandbox,0.030672,16166,11505,12385,8686
noon,sandbox,0.030747,3836,2611,12385,8686
elephant,basement,0.030957,43111,13809,1990,1097
birthday,sandbox,0.030966,46154,24137,12385,8686
noon,helpful,0.030975,3836,2611,42998,30311
winner,factory,0.03137,5291,4738,12323,2747
farmers,bathrobe,0.031376,2399,1816,11354,2483
ashtray,sweetie,0.031473,11847,2465,10998,10393
tummy,sidewalk,0.031489,14339,10501,4563,3519
microphone,loyal,0.031642,13025,3324,21069,11893
envious,wallet,0.031804,16312,11204,14651,2931
sunglasses,sweetie,0.03184,13390,3016,10998,10393
birthday,spider,0.032065,46154,24137,37303,7464
notebook,reindeer,0.032082,14368,2860,11544,2589
sunlight,soccer,0.032129,3160,3012,5513,2134
lemonade,spider,0.032161,7094,2266,37303,7464
squeaky,exam,0.032342,7262,1902,10447,2469
basement,speedy,0.032413,1990,1097,9357,1436
celery,stadium,0.032464,15401,2651,9402,2575
obedient,mosquito,0.032541,19027,11557,13044,2422
raincoat,graceful,0.032568,1523,1185,16166,11505
tiny,teacher,0.032591,117813,76770,43932,18971
kitchen,thankful,0.032592,145366,104320,21734,21144
graceful,exam,0.032693,16166,11505,10447,2469
rid,ambulance,0.032703,2223,1996,14259,3410
bracelet,respectful,0.032725,17229,3445,9727,8409
