word1,word2,cosine_similarity,word1_freq,word1_docfreq,word2_freq,word2_docfreq
martini,pepperoni,-0.036288,4739,3171,7960,5583
protein,toothpick,-0.035624,10322,9072,47507,45665
sundae,sufficient,-0.03555,1357,1166,4782,4410
custard,celery,-0.035489,30962,16661,103983,89646
raisin,outdoor,-0.03423,8368,7385,2974,2883
salami,rum,-0.033835,3482,2358,19158,12892
similar,marmalade,-0.032917,4069,3959,6673,4419
custard,sodium,-0.032907,30962,16661,7533,6923
outer,protein,-0.030015,9098,8463,10322,9072
kitchen,lemonade,-0.029567,21930,19836,6577,4765
similar,cavity,-0.028088,4069,3959,8407,5958
outer,sodium,-0.027919,9098,8463,7533,6923
squid,protein,-0.027335,4773,1479,10322,9072
muffin,excellent,-0.025754,67858,41236,3069,3017
cupcake,eggplant,-0.025706,13692,7489,40453,12551
pizza,rum,-0.025147,57740,27321,19158,12892
martini,celery,-0.024854,4739,3171,103983,89646
similar,hen,-0.024168,4069,3959,2078,1148
outer,ketchup,-0.0235,9098,8463,18856,16113
horizontal,bran,-0.022739,1117,1014,7327,4775
sodium,toothpick,-0.02251,7533,6923,47507,45665
rhubarb,poultry,-0.021671,15525,5866,4602,4226
espresso,spinach,-0.021359,6417,4159,89752,42667
vitamin,pepperoni,-0.020935,2349,1241,7960,5583
bacon,espresso,-0.019272,158695,72676,6417,4159
cavity,hamburger,-0.018639,8407,5958,26971,19454
outer,yogurt,-0.018267,9098,8463,52154,34458
cupcake,sauerkraut,-0.017661,13692,7489,8986,4855
vitamin,spinach,-0.01759,2349,1241,89752,42667
saucer,sodium,-0.017476,1383,1181,7533,6923
kitchen,protein,-0.017129,21930,19836,10322,9072
vinegar,appetizer,-0.016597,136939,119032,5151,4991
tiny,macaroni,-0.016054,6884,6503,34120,16430
squid,autumn,-0.015899,4773,1479,1381,1355
espresso,appetizer,-0.015197,6417,4159,5151,4991
fridge,poultry,-0.014577,37587,31200,4602,4226
yogurt,hen,-0.014276,52154,34458,2078,1148
rhubarb,outdoor,-0.013527,15525,5866,2974,2883
rhubarb,excellent,-0.01261,15525,5866,3069,3017
outer,vodka,-0.012431,9098,8463,8281,5930
bacon,martini,-0.011705,158695,72676,4739,3171
espresso,cavity,-0.011548,6417,4159,8407,5958
protein,omelet,-0.011431,10322,9072,6747,3000
salami,custard,-0.011338,3482,2358,30962,16661
spatula,autumn,-0.011283,54045,45159,1381,1355
rhubarb,spider,-0.011162,15525,5866,1391,1052
intact,bran,-0.010731,4584,4463,7327,4775
cupcake,seafood,-0.010601,13692,7489,11365,7631
similar,spinach,-0.010092,4069,3959,89752,42667
tasty,saucer,-0.010036,7476,7370,1383,1181
fridge,raisin,-0.008864,37587,31200,8368,7385
squid,freezer,-0.008488,4773,1479,48748,35818
raisin,omelet,-0.00824,8368,7385,6747,3000
espresso,celery,-0.007935,6417,4159,103983,89646
custard,pepperoni,-0.007412,30962,16661,7960,5583
raisin,intact,-0.006794,8368,7385,4584,4463
spider,mango,-0.006563,1391,1052,17207,9134
chowder,rhubarb,-0.006381,8474,6774,15525,5866
spatula,sauerkraut,-0.006238,54045,45159,8986,4855
tequila,omelet,-0.005488,3999,2989,6747,3000
fridge,eggplant,-0.005088,37587,31200,40453,12551
eggplant,cider,-0.004446,40453,12551,14321,9805
chowder,horizontal,-0.004046,8474,6774,1117,1014
autumn,catfish,-0.003795,1381,1355,2907,1446
molasses,pizza,-0.002997,18019,14369,57740,27321
outer,espresso,-0.002637,9098,8463,6417,4159
horizontal,outdoor,-0.002512,1117,1014,2974,2883
appetizer,rid,-0.002484,5151,4991,2031,1962
similar,caviar,-0.002362,4069,3959,2135,1367
salami,suitable,-0.001735,3482,2358,1198,1155
similar,tequila,-0.001605,4069,3959,3999,2989
molasses,appetizer,-0.001596,18019,14369,5151,4991
rid,hen,-0.001033,2031,1962,2078,1148
tofu,toothpick,-0.000994,28018,9719,47507,45665
kitchen,rhubarb,0.000588,21930,19836,15525,5866
rid,poultry,0.001535,2031,1962,4602,4226
squid,muffin,0.001566,4773,1479,67858,41236
sodium,omelet,0.002092,7533,6923,6747,3000
kitchen,macaroni,0.002726,21930,19836,34120,16430
outer,muffin,0.003066,9098,8463,67858,41236
molasses,outdoor,0.003098,18019,14369,2974,2883
marmalade,sufficient,0.003519,6673,4419,4782,4410
outer,suitable,0.003816,9098,8463,1198,1155
appetizer,cider,0.003858,5151,4991,14321,9805
similar,sauerkraut,0.004147,4069,3959,8986,4855
spatula,celery,0.004332,54045,45159,103983,89646
eggplant,rum,0.004457,40453,12551,19158,12892
squid,espresso,0.004715,4773,1479,6417,4159
similar,molasses,0.004729,4069,3959,18019,14369
muffin,seafood,0.005109,67858,41236,11365,7631
moisture,martini,0.006026,11031,10308,4739,3171
vitamin,hen,0.006064,2349,1241,2078,1148
chowder,sushi,0.006227,8474,6774,3822,1491
omelet,vitamin,0.006266,6747,3000,2349,1241
protein,macaroni,0.006536,10322,9072,34120,16430
tasty,rhubarb,0.006684,7476,7370,15525,5866
squid,raisin,0.006781,4773,1479,8368,7385
tiny,custard,0.007113,6884,6503,30962,16661
lemonade,spatula,0.007115,6577,4765,54045,45159
saucer,protein,0.007735,1383,1181,10322,9072
squid,vitamin,0.008125,4773,1479,2349,1241
cavity,macaroni,0.008633,8407,5958,34120,16430
spider,excellent,0.008771,1391,1052,3069,3017
salami,saucer,0.009058,3482,2358,1383,1181
chowder,marmalade,0.009474,8474,6774,6673,4419
espresso,omelet,0.009803,6417,4159,6747,3000
espresso,hen,0.010002,6417,4159,2078,1148
chef,celery,0.010297,2442,2310,103983,89646
molasses,horizontal,0.010536,18019,14369,1117,1014
rid,rum,0.010668,2031,1962,19158,12892
molasses,intact,0.010746,18019,14369,4584,4463
salami,protein,0.011171,3482,2358,10322,9072
moisture,hen,0.011893,11031,10308,2078,1148
omelet,martini,0.012867,6747,3000,4739,3171
fridge,hamburger,0.012974,37587,31200,26971,19454
spider,yogurt,0.013425,1391,1052,52154,34458
protein,cavity,0.013641,10322,9072,8407,5958
espresso,eggplant,0.013667,6417,4159,40453,12551
tequila,hamburger,0.013959,3999,2989,26971,19454
marmalade,excellent,0.014158,6673,4419,3069,3017
salami,espresso,0.014281,3482,2358,6417,4159
vodka,hamburger,0.015197,8281,5930,26971,19454
hamburger,melon,0.01553,26971,19454,6646,3968
lemonade,hamburger,0.015864,6577,4765,26971,19454
skillet,protein,0.015981,388783,248779,10322,9072
vodka,spatula,0.016281,8281,5930,54045,45159
squid,excellent,0.01649,4773,1479,3069,3017
sufficient,espresso,0.016821,4782,4410,6417,4159
horizontal,cider,0.017125,1117,1014,14321,9805
tequila,sushi,0.017221,3999,2989,3822,1491
rid,cider,0.017631,2031,1962,14321,9805
pizza,moisture,0.017871,57740,27321,11031,10308
rhubarb,fiesta,0.018018,15525,5866,1667,1598
muffin,poultry,0.018018,67858,41236,4602,4226
spider,sodium,0.018065,1391,1052,7533,6923
caviar,freezer,0.018201,2135,1367,48748,35818
salami,vitamin,0.018612,3482,2358,2349,1241
saucer,autumn,0.018637,1383,1181,1381,1355
protein,pepperoni,0.018698,10322,9072,7960,5583
tofu,oven,0.018726,28018,9719,860114,565394
rhubarb,chef,0.019022,15525,5866,2442,2310
intact,vitamin,0.019089,4584,4463,2349,1241
skillet,freezer,0.019348,388783,248779,48748,35818
sufficient,toothpick,0.019641,4782,4410,47507,45665
spatula,cider,0.020248,54045,45159,14321,9805
caviar,suitable,0.020409,2135,1367,1198,1155
sufficient,chef,0.02079,4782,4410,2442,2310
spinach,rum,0.021471,89752,42667,19158,12892
eggplant,toothpick,0.021525,40453,12551,47507,45665
tasty,cupcake,0.021648,7476,7370,13692,7489
omelet,melon,0.021828,6747,3000,6646,3968
bacon,rum,0.022248,158695,72676,19158,12892
intact,cider,0.022416,4584,4463,14321,9805
cupcake,hamburger,0.022445,13692,7489,26971,19454
kitchen,yogurt,0.02247,21930,19836,52154,34458
kitchen,papaya,0.022581,21930,19836,2854,1476
sundae,rid,0.022862,1357,1166,2031,1962
spatula,catfish,0.022906,54045,45159,2907,1446
muffin,eggplant,0.023305,67858,41236,40453,12551
espresso,intact,0.023797,6417,4159,4584,4463
vinegar,pizza,0.02395,136939,119032,57740,27321
seafood,cider,0.023978,11365,7631,14321,9805
mango,oven,0.024022,17207,9134,860114,565394
spatula,excellent,0.024132,54045,45159,3069,3017
rhubarb,toothpick,0.024196,15525,5866,47507,45665
marmalade,hamburger,0.024293,6673,4419,26971,19454
outer,raisin,0.024359,9098,8463,8368,7385
kitchen,tequila,0.024825,21930,19836,3999,2989
intact,pizza,0.024829,4584,4463,57740,27321
horizontal,excellent,0.025072,1117,1014,3069,3017
protein,eggplant,0.025309,10322,9072,40453,12551
cupcake,sufficient,0.025648,13692,7489,4782,4410
saucer,macaroni,0.025669,1383,1181,34120,16430
sodium,rum,0.025676,7533,6923,19158,12892
sauerkraut,vitamin,0.025914,8986,4855,2349,1241
cupcake,sodium,0.026258,13692,7489,7533,6923
raisin,spatula,0.026283,8368,7385,54045,45159
cupcake,celery,0.026504,13692,7489,103983,89646
squid,yogurt,0.02675,4773,1479,52154,34458
chowder,raisin,0.026899,8474,6774,8368,7385
pizza,cider,0.027086,57740,27321,14321,9805
pizza,cavity,0.027234,57740,27321,8407,5958
spatula,sodium,0.027882,54045,45159,7533,6923
outer,outdoor,0.028244,9098,8463,2974,2883
custard,moisture,0.028355,30962,16661,11031,10308
bacon,tequila,0.02836,158695,72676,3999,2989
cupcake,tofu,0.02849,13692,7489,28018,9719
cider,pepperoni,0.02855,14321,9805,7960,5583
oven,mayonnaise,0.029278,860114,565394,61066,50672
similar,vodka,0.029538,4069,3959,8281,5930
mango,toothpick,0.029688,17207,9134,47507,45665
rid,toothpick,0.029774,2031,1962,47507,45665
macaroni,rum,0.029821,34120,16430,19158,12892
vodka,catfish,0.029907,8281,5930,2907,1446
tequila,spider,0.02997,3999,2989,1391,1052
espresso,coleslaw,0.030032,6417,4159,5349,3971
espresso,excellent,0.030087,6417,4159,3069,3017
spatula,macaroni,0.030235,54045,45159,34120,16430
salami,freezer,0.030507,3482,2358,48748,35818
outer,molasses,0.030527,9098,8463,18019,14369
poultry,martini,0.030648,4602,4226,4739,3171
sundae,cavity,0.030835,1357,1166,8407,5958
raisin,moisture,0.030873,8368,7385,11031,10308
bran,appetizer,0.030915,7327,4775,5151,4991
omelet,cider,0.031124,6747,3000,14321,9805
raisin,vitamin,0.031233,8368,7385,2349,1241
mango,macaroni,0.031421,17207,9134,34120,16430
horizontal,autumn,0.031463,1117,1014,1381,1355
marmalade,protein,0.031527,6673,4419,10322,9072
appetizer,rum,0.031953,5151,4991,19158,12892
sufficient,mango,0.032147,4782,4410,17207,9134
bran,outdoor,0.032361,7327,4775,2974,2883
freezer,poultry,0.032412,48748,35818,4602,4226
vinegar,custard,0.032937,136939,119032,30962,16661
freezer,sauerkraut,0.032939,48748,35818,8986,4855
vitamin,mayonnaise,0.032947,2349,1241,61066,50672
tiny,excellent,0.032972,6884,6503,3069,3017
suitable,pepperoni,0.033235,1198,1155,7960,5583
fridge,fiesta,0.033567,37587,31200,1667,1598
molasses,seafood,0.033848,18019,14369,11365,7631
tasty,outer,0.034143,7476,7370,9098,8463
fiesta,custard,0.034702,1667,1598,30962,16661
sufficient,spider,0.03483,4782,4410,1391,1052
sundae,eggplant,0.034986,1357,1166,40453,12551
moisture,cider,0.035154,11031,10308,14321,9805
spider,bran,0.035217,1391,1052,7327,4775
kitchen,sodium,0.035879,21930,19836,7533,6923
muffin,hen,0.035996,67858,41236,2078,1148
intact,macaroni,0.036038,4584,4463,34120,16430
outer,tequila,0.036068,9098,8463,3999,2989
freezer,spinach,0.036111,48748,35818,89752,42667
sodium,martini,0.036205,7533,6923,4739,3171
vitamin,catfish,0.036213,2349,1241,2907,1446
protein,outdoor,0.03669,10322,9072,2974,2883
seafood,toothpick,0.03685,11365,7631,47507,45665
espresso,seafood,0.037065,6417,4159,11365,7631
spider,vitamin,0.037139,1391,1052,2349,1241
mango,poultry,0.037295,17207,9134,4602,4226
sufficient,yogurt,0.037507,4782,4410,52154,34458
cupcake,vinegar,0.037761,13692,7489,136939,119032
muffin,papaya,0.03777,67858,41236,2854,1476
excellent,pepperoni,0.037908,3069,3017,7960,5583
sufficient,outdoor,0.038492,4782,4410,2974,2883
horizontal,poultry,0.038753,1117,1014,4602,4226
yogurt,toothpick,0.038857,52154,34458,47507,45665
sauerkraut,martini,0.039147,8986,4855,4739,3171
spider,cider,0.039226,1391,1052,14321,9805
intact,rum,0.039481,4584,4463,19158,12892
muffin,tofu,0.040104,67858,41236,28018,9719
lemonade,rid,0.040209,6577,4765,2031,1962
seafood,horizontal,0.040317,11365,7631,1117,1014
toothpick,papaya,0.040335,47507,45665,2854,1476
outer,poultry,0.040397,9098,8463,4602,4226
pizza,rid,0.040543,57740,27321,2031,1962
freezer,omelet,0.040587,48748,35818,6747,3000
tiny,rum,0.040743,6884,6503,19158,12892
catfish,melon,0.040857,2907,1446,6646,3968
protein,sauerkraut,0.040912,10322,9072,8986,4855
tiny,raisin,0.041115,6884,6503,8368,7385
sufficient,pepperoni,0.0417,4782,4410,7960,5583
fridge,pepperoni,0.041766,37587,31200,7960,5583
sufficient,tofu,0.041799,4782,4410,28018,9719
fridge,ketchup,0.042277,37587,31200,18856,16113
pizza,hen,0.042374,57740,27321,2078,1148
marmalade,spider,0.042666,6673,4419,1391,1052
horizontal,macaroni,0.042761,1117,1014,34120,16430
squid,cider,0.042839,4773,1479,14321,9805
lemonade,moisture,0.043158,6577,4765,11031,10308
protein,catfish,0.04339,10322,9072,2907,1446
sufficient,omelet,0.043434,4782,4410,6747,3000
rhubarb,vitamin,0.043684,15525,5866,2349,1241
spatula,hamburger,0.044083,54045,45159,26971,19454
omelet,rum,0.044396,6747,3000,19158,12892
outer,rum,0.044439,9098,8463,19158,12892
skillet,fridge,0.04485,388783,248779,37587,31200
custard,cavity,0.044921,30962,16661,8407,5958
custard,chef,0.045169,30962,16661,2442,2310
rhubarb,sodium,0.045197,15525,5866,7533,6923
horizontal,catfish,0.045215,1117,1014,2907,1446
similar,vinegar,0.045304,4069,3959,136939,119032
pizza,bran,0.045568,57740,27321,7327,4775
similar,espresso,0.046011,4069,3959,6417,4159
fiesta,moisture,0.046244,1667,1598,11031,10308
similar,ketchup,0.046287,4069,3959,18856,16113
lemonade,catfish,0.046587,6577,4765,2907,1446
fridge,spider,0.046604,37587,31200,1391,1052
fridge,sodium,0.046787,37587,31200,7533,6923
similar,rum,0.046976,4069,3959,19158,12892
similar,protein,0.046989,4069,3959,10322,9072
kitchen,custard,0.047033,21930,19836,30962,16661
espresso,toothpick,0.047179,6417,4159,47507,45665
fiesta,cavity,0.047538,1667,1598,8407,5958
saucer,coleslaw,0.047544,1383,1181,5349,3971
suitable,horizontal,0.047566,1198,1155,1117,1014
sufficient,sodium,0.047582,4782,4410,7533,6923
hamburger,rum,0.047776,26971,19454,19158,12892
vinegar,toothpick,0.047828,136939,119032,47507,45665
hamburger,vitamin,0.047864,26971,19454,2349,1241
tiny,eggplant,0.047956,6884,6503,40453,12551
outer,fridge,0.048105,9098,8463,37587,31200
vodka,pizza,0.048221,8281,5930,57740,27321
intact,tofu,0.048607,4584,4463,28018,9719
espresso,pepperoni,0.048757,6417,4159,7960,5583
rid,mayonnaise,0.048829,2031,1962,61066,50672
raisin,horizontal,0.048901,8368,7385,1117,1014
freezer,ketchup,0.049094,48748,35818,18856,16113
tequila,pizza,0.049151,3999,2989,57740,27321
fridge,hen,0.049666,37587,31200,2078,1148
molasses,sushi,0.049728,18019,14369,3822,1491
saucer,pepperoni,0.050216,1383,1181,7960,5583
chowder,molasses,0.050402,8474,6774,18019,14369
tofu,poultry,0.050525,28018,9719,4602,4226
seafood,rid,0.0511,11365,7631,2031,1962
rhubarb,sufficient,0.05121,15525,5866,4782,4410
pizza,martini,0.051546,57740,27321,4739,3171
squid,custard,0.051563,4773,1479,30962,16661
sundae,sauerkraut,0.051616,1357,1166,8986,4855
spatula,poultry,0.051716,54045,45159,4602,4226
spider,ketchup,0.052377,1391,1052,18856,16113
intact,sauerkraut,0.052463,4584,4463,8986,4855
coleslaw,cavity,0.05259,5349,3971,8407,5958
squid,tasty,0.052771,4773,1479,7476,7370
autumn,omelet,0.05306,1381,1355,6747,3000
eggplant,excellent,0.053262,40453,12551,3069,3017
coleslaw,rid,0.053279,5349,3971,2031,1962
molasses,rid,0.053392,18019,14369,2031,1962
marmalade,seafood,0.053399,6673,4419,11365,7631
espresso,poultry,0.053714,6417,4159,4602,4226
similar,sodium,0.053769,4069,3959,7533,6923
moisture,excellent,0.053818,11031,10308,3069,3017
cupcake,autumn,0.054075,13692,7489,1381,1355
sodium,eggplant,0.054082,7533,6923,40453,12551
eggplant,vitamin,0.054704,40453,12551,2349,1241
outer,macaroni,0.054728,9098,8463,34120,16430
sufficient,appetizer,0.054798,4782,4410,5151,4991
bran,hen,0.054931,7327,4775,2078,1148
intact,sushi,0.055115,4584,4463,3822,1491
rhubarb,cavity,0.05519,15525,5866,8407,5958
lemonade,pizza,0.055219,6577,4765,57740,27321
salami,cider,0.055391,3482,2358,14321,9805
tiny,outdoor,0.0554,6884,6503,2974,2883
rum,celery,0.055669,19158,12892,103983,89646
spatula,cavity,0.055685,54045,45159,8407,5958
saucer,excellent,0.055961,1383,1181,3069,3017
muffin,vinegar,0.055971,67858,41236,136939,119032
tasty,muffin,0.055979,7476,7370,67858,41236
macaroni,melon,0.056125,34120,16430,6646,3968
freezer,pepperoni,0.056182,48748,35818,7960,5583
cupcake,mayonnaise,0.056325,13692,7489,61066,50672
similar,pepperoni,0.056405,4069,3959,7960,5583
tasty,cavity,0.056496,7476,7370,8407,5958
tiny,seafood,0.056582,6884,6503,11365,7631
seafood,bran,0.056773,11365,7631,7327,4775
custard,outdoor,0.057378,30962,16661,2974,2883
chef,intact,0.057486,2442,2310,4584,4463
tequila,spatula,0.057644,3999,2989,54045,45159
espresso,rid,0.057878,6417,4159,2031,1962
tequila,pepperoni,0.058017,3999,2989,7960,5583
moisture,rum,0.058018,11031,10308,19158,12892
suitable,espresso,0.058321,1198,1155,6417,4159
protein,poultry,0.058348,10322,9072,4602,4226
tiny,sufficient,0.058356,6884,6503,4782,4410
protein,spider,0.058395,10322,9072,1391,1052
similar,salami,0.058411,4069,3959,3482,2358
sufficient,autumn,0.058615,4782,4410,1381,1355
similar,rhubarb,0.058667,4069,3959,15525,5866
saucer,bran,0.058951,1383,1181,7327,4775
protein,spatula,0.059008,10322,9072,54045,45159
intact,hamburger,0.059237,4584,4463,26971,19454
vinegar,outdoor,0.059238,136939,119032,2974,2883
protein,spinach,0.059689,10322,9072,89752,42667
bran,omelet,0.06001,7327,4775,6747,3000
caviar,hen,0.060026,2135,1367,2078,1148
chef,yogurt,0.060049,2442,2310,52154,34458
rhubarb,rid,0.06012,15525,5866,2031,1962
squid,bran,0.060151,4773,1479,7327,4775
custard,excellent,0.060669,30962,16661,3069,3017
custard,ketchup,0.061051,30962,16661,18856,16113
espresso,outdoor,0.061086,6417,4159,2974,2883
caviar,fridge,0.061135,2135,1367,37587,31200
coleslaw,toothpick,0.061451,5349,3971,47507,45665
cavity,pepperoni,0.061468,8407,5958,7960,5583
marmalade,catfish,0.061557,6673,4419,2907,1446
spatula,bran,0.061656,54045,45159,7327,4775
lemonade,spider,0.061661,6577,4765,1391,1052
vinegar,oven,0.062009,136939,119032,860114,565394
sufficient,spatula,0.062019,4782,4410,54045,45159
spider,papaya,0.062085,1391,1052,2854,1476
cider,toothpick,0.062568,14321,9805,47507,45665
rid,papaya,0.062753,2031,1962,2854,1476
salami,bran,0.063112,3482,2358,7327,4775
fridge,celery,0.063352,37587,31200,103983,89646
espresso,sushi,0.063647,6417,4159,3822,1491
fridge,pizza,0.063755,37587,31200,57740,27321
caviar,sodium,0.063886,2135,1367,7533,6923
outer,lemonade,0.063926,9098,8463,6577,4765
muffin,sodium,0.063949,67858,41236,7533,6923
custard,coleslaw,0.064037,30962,16661,5349,3971
vodka,sushi,0.064051,8281,5930,3822,1491
skillet,cupcake,0.06422,388783,248779,13692,7489
freezer,fiesta,0.064282,48748,35818,1667,1598
saucer,raisin,0.064337,1383,1181,8368,7385
mango,hen,0.064892,17207,9134,2078,1148
horizontal,rum,0.064896,1117,1014,19158,12892
tequila,eggplant,0.065029,3999,2989,40453,12551
vinegar,omelet,0.06506,136939,119032,6747,3000
sufficient,pizza,0.065378,4782,4410,57740,27321
salami,rhubarb,0.065526,3482,2358,15525,5866
outdoor,vitamin,0.065652,2974,2883,2349,1241
suitable,spatula,0.065722,1198,1155,54045,45159
fridge,sauerkraut,0.065764,37587,31200,8986,4855
muffin,celery,0.066009,67858,41236,103983,89646
pizza,papaya,0.066204,57740,27321,2854,1476
autumn,macaroni,0.066797,1381,1355,34120,16430
fridge,omelet,0.066865,37587,31200,6747,3000
spider,coleslaw,0.067249,1391,1052,5349,3971
macaroni,vitamin,0.067255,34120,16430,2349,1241
suitable,cupcake,0.067355,1198,1155,13692,7489
excellent,rum,0.067523,3069,3017,19158,12892
marmalade,sodium,0.067557,6673,4419,7533,6923
rid,pepperoni,0.067561,2031,1962,7960,5583
cider,catfish,0.067707,14321,9805,2907,1446
tiny,hen,0.067732,6884,6503,2078,1148
molasses,moisture,0.067757,18019,14369,11031,10308
vodka,poultry,0.067773,8281,5930,4602,4226
lemonade,eggplant,0.06842,6577,4765,40453,12551
cupcake,pepperoni,0.068461,13692,7489,7960,5583
protein,custard,0.068472,10322,9072,30962,16661
salami,sodium,0.068611,3482,2358,7533,6923
cupcake,appetizer,0.068706,13692,7489,5151,4991
chowder,melon,0.068925,8474,6774,6646,3968
saucer,fiesta,0.06902,1383,1181,1667,1598
moisture,catfish,0.069062,11031,10308,2907,1446
macaroni,martini,0.069069,34120,16430,4739,3171
similar,yogurt,0.069301,4069,3959,52154,34458
tofu,cider,0.069344,28018,9719,14321,9805
horizontal,ketchup,0.06935,1117,1014,18856,16113
suitable,omelet,0.069352,1198,1155,6747,3000
outer,vinegar,0.069363,9098,8463,136939,119032
macaroni,cider,0.069519,34120,16430,14321,9805
saucer,eggplant,0.06952,1383,1181,40453,12551
fiesta,martini,0.069523,1667,1598,4739,3171
kitchen,vitamin,0.069609,21930,19836,2349,1241
molasses,chef,0.069611,18019,14369,2442,2310
tasty,custard,0.070016,7476,7370,30962,16661
freezer,seafood,0.07011,48748,35818,11365,7631
protein,mayonnaise,0.070146,10322,9072,61066,50672
vodka,bran,0.070355,8281,5930,7327,4775
salami,sundae,0.070496,3482,2358,1357,1166
chowder,fridge,0.070541,8474,6774,37587,31200
fiesta,sufficient,0.070739,1667,1598,4782,4410
toothpick,catfish,0.071022,47507,45665,2907,1446
sodium,spinach,0.071036,7533,6923,89752,42667
lemonade,chef,0.071074,6577,4765,2442,2310
tasty,marmalade,0.071485,7476,7370,6673,4419
excellent,melon,0.071902,3069,3017,6646,3968
vodka,horizontal,0.071945,8281,5930,1117,1014
hen,rum,0.071958,2078,1148,19158,12892
cupcake,macaroni,0.072054,13692,7489,34120,16430
spatula,coleslaw,0.07218,54045,45159,5349,3971
sauerkraut,catfish,0.072323,8986,4855,2907,1446
salami,tequila,0.072611,3482,2358,3999,2989
ketchup,omelet,0.072627,18856,16113,6747,3000
raisin,cavity,0.072664,8368,7385,8407,5958
spatula,eggplant,0.073169,54045,45159,40453,12551
similar,mayonnaise,0.07329,4069,3959,61066,50672
outdoor,yogurt,0.07345,2974,2883,52154,34458
bacon,vodka,0.073648,158695,72676,8281,5930
freezer,sodium,0.073725,48748,35818,7533,6923
similar,squid,0.073799,4069,3959,4773,1479
tequila,horizontal,0.074021,3999,2989,1117,1014
chowder,outer,0.074164,8474,6774,9098,8463
oven,rum,0.074194,860114,565394,19158,12892
chef,pepperoni,0.074313,2442,2310,7960,5583
autumn,rid,0.074398,1381,1355,2031,1962
mango,rid,0.074551,17207,9134,2031,1962
spatula,pepperoni,0.074585,54045,45159,7960,5583
suitable,tequila,0.074607,1198,1155,3999,2989
lemonade,salami,0.074895,6577,4765,3482,2358
chef,spatula,0.074977,2442,2310,54045,45159
tasty,rum,0.07507,7476,7370,19158,12892
freezer,raisin,0.075092,48748,35818,8368,7385
freezer,rid,0.075107,48748,35818,2031,1962
suitable,cavity,0.075429,1198,1155,8407,5958
outdoor,spinach,0.075536,2974,2883,89752,42667
tasty,poultry,0.075627,7476,7370,4602,4226
bacon,fridge,0.075789,158695,72676,37587,31200
molasses,spatula,0.075796,18019,14369,54045,45159
squid,spatula,0.075824,4773,1479,54045,45159
spatula,appetizer,0.075996,54045,45159,5151,4991
salami,martini,0.076017,3482,2358,4739,3171
custard,hamburger,0.07617,30962,16661,26971,19454
marmalade,macaroni,0.076443,6673,4419,34120,16430
freezer,vinegar,0.076599,48748,35818,136939,119032
chef,cavity,0.076629,2442,2310,8407,5958
tiny,sauerkraut,0.076645,6884,6503,8986,4855
tiny,omelet,0.076689,6884,6503,6747,3000
espresso,sauerkraut,0.076747,6417,4159,8986,4855
horizontal,hamburger,0.076799,1117,1014,26971,19454
squid,cupcake,0.076966,4773,1479,13692,7489
ketchup,vitamin,0.076968,18856,16113,2349,1241
marmalade,moisture,0.077245,6673,4419,11031,10308
salami,fridge,0.077355,3482,2358,37587,31200
outer,appetizer,0.077542,9098,8463,5151,4991
suitable,coleslaw,0.077584,1198,1155,5349,3971
chef,eggplant,0.0777,2442,2310,40453,12551
omelet,excellent,0.077703,6747,3000,3069,3017
