word1,word2,cosine_similarity,word1_freq,word1_docfreq,word2_freq,word2_docfreq
hunt,sweaty,-0.136987,1966,1640,1055,1019
mall,underneath,-0.136828,9079,2822,2453,2302
fake,energy,-0.136642,32065,11855,7257,6426
yard,kindly,-0.136455,130054,94247,3433,3337
volcano,ribbon,-0.136439,15761,2622,9620,4359
train,agreement,-0.136387,93058,15473,3552,3488
angry,season,-0.136344,186344,145526,5434,2690
wrapped,forward,-0.13611,17538,15434,16519,15448
stick,appreciate,-0.136104,144230,62058,4254,3961
worm,permission,-0.135908,29565,6481,4771,3950
princess,gas,-0.135618,42117,14972,11114,3371
patient,thud,-0.135421,40078,25046,1942,1911
surf,rotten,-0.135278,8820,2495,1684,1207
drain,pride,-0.135131,10472,2843,3718,3660
grumpy,toss,-0.135086,38590,13482,1402,1297
couch,bravery,-0.134541,29765,15517,2025,1923
wardrobe,fetch,-0.134118,12295,2721,4879,3986
shake,uniform,-0.133964,34973,30004,9183,3452
square,fever,-0.133947,20474,6528,1735,1352
lightning,serve,-0.133668,11450,4659,10846,6719
sweetheart,excite,-0.133655,7614,7071,3686,2993
unpack,single,-0.133313,10214,6842,1523,1492
near,kindness,-0.133121,283070,232948,13901,12328
collar,stir,-0.132963,17038,7229,13886,8690
strike,outfit,-0.132662,6663,5087,1445,1104
nature,sponge,-0.132633,11195,7031,2293,1219
track,sip,-0.13235,15881,5380,4775,4310
balance,tornado,-0.132283,23568,12060,12086,2682
sunglasses,teamwork,-0.13223,13390,3016,2461,2387
distance,exam,-0.132146,10795,10483,10447,2469
slip,feast,-0.131956,7898,6295,1726,1520
provide,slimy,-0.131919,8388,6503,3413,2869
medicine,impressive,-0.131821,19593,7851,18768,11542
muddy,wizard,-0.131806,5882,4987,3903,1286
space,tune,-0.131779,19061,10464,2499,2110
scary,bank,-0.131508,92689,61887,2719,1638
store,flap,-0.131423,157559,81046,5439,4453
group,spill,-0.131421,22080,15439,3253,2983
inch,circus,-0.131343,3650,2318,3379,1172
tease,entrance,-0.13131,10633,6916,1819,1657
necklace,speedy,-0.131249,20246,6927,9357,1436
treasure,barber,-0.131136,49751,21178,16077,2984
beak,challenge,-0.131043,33605,30902,3011,2531
creative,pill,-0.131013,27635,18229,11938,2563
draw,source,-0.130944,73380,37720,1505,1438
deliver,silent,-0.13088,12353,7426,1544,1470
sharp,everyday,-0.130804,41680,28758,5572,5374
poem,bump,-0.13022,12048,2417,4330,3521
smelly,talent,-0.13012,33591,13906,1573,1247
deaf,fabric,-0.130093,17482,11193,1869,1311
milk,skeleton,-0.130091,43756,19029,13273,2698
ladder,spoil,-0.130024,29566,11472,9480,6379
fashion,burst,-0.129939,5653,2545,1840,1804
crash,fuzzy,-0.129831,7247,6720,3385,1926
rock,breakfast,-0.129647,265929,83005,10690,7557
warm,yell,-0.129254,173327,122521,10093,8593
yellow,experience,-0.129217,113830,70141,4218,4086
bag,shine,-0.129185,116624,55324,19705,13003
apart,wink,-0.129102,6392,5960,5699,2683
carpet,unsure,-0.128849,15951,4101,1461,1431
network,lick,-0.128698,7478,2638,3346,3104
song,rid,-0.128613,84138,44954,2223,1996
magic,picnic,-0.12861,192923,95660,24562,12372
cloud,skill,-0.128589,52600,17061,2126,1950
load,breeze,-0.128505,10708,6305,4989,4619
collect,shock,-0.128247,14721,8862,4455,3587
smell,penguin,-0.128182,29409,22058,12146,3700
explore,throat,-0.128181,92669,74264,2263,1712
importance,spaceship,-0.12778,4175,4105,3926,1968
spread,cop,-0.127614,22464,16158,13063,2852
stepped,sport,-0.127596,35424,30167,6512,2527
leg,sneak,-0.127587,33053,17102,3761,3652
washed,reindeer,-0.127485,22025,20390,11544,2589
sunshine,ruler,-0.127484,20968,13293,3935,2041
respectful,yawn,-0.127379,9727,8409,7885,5161
sweetie,pitch,-0.127085,10998,10393,6717,2533
jungle,flat,-0.126763,20173,9442,4715,3823
shout,amount,-0.126743,14920,13493,1150,1079
round,rescue,-0.126144,69814,50625,10501,8004
teach,block,-0.126143,42440,32488,21628,7500
fancy,situation,-0.126137,32608,13651,2353,2263
mountain,apologize,-0.126069,21465,6466,3251,3053
laugh,borrow,-0.125968,101430,87300,16888,9121
dancer,shovel,-0.125924,10269,4077,7535,4716
trash,awake,-0.12566,12323,8088,2790,2429
yacht,squeaky,-0.125545,15406,2534,7262,1902
mosquito,argue,-0.125402,13044,2422,9264,8985
travel,sudden,-0.125392,13560,8318,8875,8812
hug,scatter,-0.125328,148079,126500,8654,6237
wall,flavor,-0.125219,71122,35943,1830,1586
gain,firm,-0.125117,7915,5976,1055,1034
spend,boom,-0.125107,13334,11167,4577,3158
ignorant,grin,-0.124667,15761,10825,1225,1218
popular,lid,-0.124012,17905,11555,9662,6106
computer,ripe,-0.123887,16487,3742,2029,1677
tape,beauty,-0.123679,25934,10814,7128,6283
value,sofa,-0.123669,21441,14913,10685,6662
cartoon,steep,-0.123599,8904,2671,3067,2939
arm,unite,-0.123247,30590,17769,9628,6388
nod,model,-0.123246,16617,15346,9866,2783
squeeze,vacation,-0.123131,10835,7311,7444,2896
create,lap,-0.123059,16691,10079,2350,2170
chess,tickle,-0.122886,14607,2567,4041,3663
slide,demand,-0.122882,167627,61003,3573,2995
fragile,cheer,-0.122627,23392,12531,8613,8302
napkin,workers,-0.122624,12286,3407,2559,1357
stadium,stem,-0.122605,9402,2575,1893,1495
squeak,cast,-0.122441,1890,1178,1771,1269
cuddle,backward,-0.121967,3029,2834,1728,1146
trap,admire,-0.121778,15384,5308,9931,8318
