word1,word2,cosine_similarity,word1_freq,word1_docfreq,word2_freq,word2_docfreq
press,winter,-0.162541,117501,104216,3509,3285
block,spice,-0.162403,2437,2039,32787,26338
jerk,foam,-0.162033,1816,1185,9849,8877
marmalade,structure,-0.161987,6673,4419,334,310
pink,basin,-0.161606,43363,41482,938,556
level,flash,-0.160769,14061,13143,589,576
stout,roller,-0.160697,978,627,747,523
saucy,basin,-0.160689,2161,2122,938,556
massage,petite,-0.160633,2182,2046,425,393
hearty,gel,-0.160358,4048,3997,1903,1532
height,weed,-0.160355,1243,1150,2645,2542
jelly,marrow,-0.160088,25852,19411,708,337
energy,lobster,-0.159783,754,684,10961,3598
entire,dozen,-0.15962,15252,14356,18542,18219
gallon,underneath,-0.159368,6524,5780,4868,4604
bite,attachment,-0.158795,18767,17908,15049,12629
puff,kidney,-0.158427,13034,8677,5677,5061
microwave,slight,-0.158204,103087,70540,3413,3340
basket,lush,-0.157674,6754,4734,324,318
thread,opinion,-0.157613,8363,7876,320,315
peppermint,shred,-0.157536,5344,3314,18148,17277
pint,underneath,-0.15731,5814,5229,4868,4604
steamer,lush,-0.156796,9728,5988,324,318
unfold,bloody,-0.156652,2269,2161,1154,903
jerk,collapse,-0.156595,1816,1185,631,615
gel,hobo,-0.156199,1903,1532,495,457
draft,distribute,-0.155742,769,702,10756,10205
fry,trifle,-0.155406,112214,87418,4185,2573
pioneer,cling,-0.15508,358,343,3650,3000
occasional,diamond,-0.154214,311,305,2143,1892
puff,bloody,-0.154038,13034,8677,1154,903
elephant,rubber,-0.153335,599,373,14822,13264
alcohol,arrange,-0.153332,3172,2787,106223,96144
slow,puff,-0.153061,44453,30214,13034,8677
sterile,swap,-0.152871,1020,982,343,327
popcorn,trim,-0.152605,11848,4801,30153,27666
apart,tequila,-0.152603,46570,45256,3999,2989
toll,bamboo,-0.152456,564,529,4777,3876
bonnet,absorb,-0.152153,458,372,7215,7015
hamburger,lavender,-0.151414,26971,19454,2898,1266
elastic,drunken,-0.15057,9252,8897,570,541
spice,spear,-0.150419,32787,26338,1447,1313
steady,blind,-0.150054,5720,5569,775,707
coleslaw,tap,-0.150013,5349,3971,6240,5887
wing,mode,-0.149987,3869,2899,765,671
maple,space,-0.149759,24982,17649,8310,7966
bath,imitation,-0.149742,13984,11000,703,604
relish,roller,-0.149069,11927,8762,747,523
scramble,lavender,-0.149056,4586,4248,2898,1266
pound,scum,-0.148711,31949,28912,2062,1825
sterile,flake,-0.148699,1020,982,5724,5479
bind,trifle,-0.148569,1125,1102,4185,2573
fail,photograph,-0.148207,1504,1494,2928,2922
wilt,fudge,-0.147791,4888,4787,22149,16985
surface,relish,-0.147737,100538,81333,11927,8762
sundae,cloth,-0.147567,1357,1166,11798,9749
volume,crush,-0.147391,6002,5306,19653,18645
swap,herring,-0.147368,343,327,801,321
divide,lid,-0.147357,83732,78131,60620,46950
football,washed,-0.14714,656,434,2513,2432
basket,gloss,-0.146906,6754,4734,1007,958
purpose,photograph,-0.146886,2033,1924,2928,2922
link,crush,-0.146837,1200,1087,19653,18645
prune,element,-0.146737,1680,1295,1070,1025
prune,rotate,-0.146703,1680,1295,4999,4676
scatter,altitude,-0.146631,14028,12809,775,721
goal,weed,-0.146455,712,671,2645,2542
lively,liner,-0.146258,457,433,2400,2014
pine,carton,-0.146101,13844,9416,1113,888
flame,crumb,-0.146088,13868,11145,19530,15425
reach,quickie,-0.146082,8389,8169,339,333
achieve,washed,-0.146021,3151,3086,2513,2432
crab,vitamin,-0.145954,26918,13510,2349,1241
bounce,poultry,-0.145898,315,306,4602,4226
cavity,double,-0.145799,8407,5958,47495,41949
malt,omelet,-0.14543,1238,917,6747,3000
scum,walnut,-0.14535,2062,1825,13118,11477
bind,campfire,-0.144945,1125,1102,814,637
glass,render,-0.144757,78152,65891,1902,1858
rotate,weed,-0.14465,4999,4676,2645,2542
ketchup,unfold,-0.14435,18856,16113,2269,2161
vessel,goat,-0.144327,1148,938,14969,8630
meantime,decorator,-0.144228,5078,4976,502,446
shank,jiffy,-0.14397,999,633,837,773
goal,quart,-0.143874,712,671,25070,23729
bliss,file,-0.143824,334,325,785,626
omelet,lavender,-0.14376,6747,3000,2898,1266
jiffy,leg,-0.143667,837,773,4075,2711
soak,waffle,-0.143502,41327,38103,7896,3524
squid,breakfast,-0.143337,4773,1479,14727,13915
sufficient,goat,-0.143268,4782,4410,14969,8630
single,soap,-0.143133,29869,28480,814,521
draft,tiger,-0.142685,769,702,362,312
comfort,unfold,-0.142552,725,658,2269,2161
seed,trace,-0.142404,28130,23834,1271,1151
timer,walnut,-0.142231,2571,2045,13118,11477
club,moisture,-0.142201,3847,3506,11031,10308
sundae,moisture,-0.141943,1357,1166,11031,10308
seed,height,-0.141735,28130,23834,1243,1150
reach,hobo,-0.141695,8389,8169,495,457
bite,screen,-0.14169,18767,17908,441,345
fashion,vitamin,-0.141642,3971,3929,2349,1241
outward,ketchup,-0.14156,607,579,18856,16113
single,fluff,-0.14156,29869,28480,9349,8924
shave,bulk,-0.141461,2132,1987,7133,5928
gas,moist,-0.141426,11511,9963,20544,19621
cheesecake,bamboo,-0.140624,27700,14915,4777,3876
nutty,above,-0.140495,3633,3523,20012,18480
absorb,diamond,-0.140456,7215,7015,2143,1892
meatball,acid,-0.14034,4434,3568,1226,1063
rotate,salad,-0.140039,4999,4676,212192,143187
ripe,noodle,-0.140028,2826,2618,11801,9923
exact,wooden,-0.140013,1168,1136,44176,41067
warmed,trim,-0.139656,13740,13226,30153,27666
moisture,pretzel,-0.139635,11031,10308,5414,3519
silver,activate,-0.13957,1588,1473,407,399
ranch,custard,-0.139567,9811,7819,30962,16661
maker,skin,-0.139478,9007,6939,65764,45875
saucy,carton,-0.139012,2161,2122,1113,888
icy,butterfly,-0.138946,675,632,1936,1750
minus,occasional,-0.138838,811,794,311,305
bright,tin,-0.138681,5834,5662,30304,19783
trifle,limp,-0.138526,4185,2573,3218,3153
poultry,ripple,-0.138432,4602,4226,366,318
bullet,quail,-0.138378,390,329,2677,756
wing,icebox,-0.138045,3869,2899,2332,2183
seed,diameter,-0.138019,28130,23834,12817,12173
jam,flake,-0.137789,25980,15979,5724,5479
parallel,maple,-0.13764,1214,1146,24982,17649
fiesta,scum,-0.137517,1667,1598,2062,1825
boiler,winter,-0.137488,23691,20794,3509,3285
miracle,height,-0.137482,3885,3419,1243,1150
halfway,artificial,-0.137352,23922,23032,494,474
pine,gallon,-0.137262,13844,9416,6524,5780
heavy,cycle,-0.137174,91813,83612,3891,2758
snow,rub,-0.137058,6051,4319,46480,38812
squid,chip,-0.136925,4773,1479,17651,16885
activate,chunk,-0.136779,407,399,2773,2620
smoke,trifle,-0.136461,8757,7254,4185,2573
fasten,calcium,-0.136295,1176,1166,1608,1475
salad,diameter,-0.136065,212192,143187,12817,12173
triple,crack,-0.136043,3809,3658,10735,10291
elastic,tiger,-0.135954,9252,8897,362,312
sweat,strawberry,-0.135855,4461,4164,33688,25070
mocha,limp,-0.135709,3166,2743,3218,3153
stud,assembly,-0.13568,463,459,2967,2793
puffy,inject,-0.135536,3521,3355,370,327
mound,rush,-0.135233,9763,8992,619,603
rotate,relish,-0.135204,4999,4676,11927,8762
squid,bliss,-0.134877,4773,1479,334,325
plump,squirt,-0.134664,2163,2110,1088,1012
counter,simple,-0.134641,9466,8455,14768,13399
surface,ketchup,-0.134634,100538,81333,18856,16113
walnut,file,-0.134589,13118,11477,785,626
breakfast,octopus,-0.134537,14727,13915,1884,469
flame,raisin,-0.134536,13868,11145,8368,7385
bonnet,rid,-0.134073,458,372,2031,1962
germ,inject,-0.133956,2945,2606,370,327
seed,extend,-0.13395,28130,23834,1173,1136
standard,curl,-0.133734,3833,3647,2153,2091
render,decorator,-0.13334,1902,1858,502,446
handful,unlock,-0.133337,5886,5427,327,308
crispy,liter,-0.1332,31259,27419,761,716
upside,obtain,-0.133132,6235,5864,1252,1185
winter,fold,-0.133047,3509,3285,161030,138788
rhubarb,flash,-0.13299,15525,5866,589,576
pudding,wing,-0.132881,82824,48178,3869,2899
soak,liner,-0.132778,41327,38103,2400,2014
gas,fashion,-0.132657,11511,9963,3971,3929
rare,eliminate,-0.132485,6876,6199,1402,1357
halfway,miracle,-0.132457,23922,23032,3885,3419
warmed,apply,-0.132423,13740,13226,3424,3002
malt,intact,-0.132337,1238,917,4584,4463
jumbo,scum,-0.132291,1667,1383,2062,1825
essence,pizza,-0.13203,4395,3470,57740,27321
energy,razor,-0.131947,754,684,380,334
bouquet,pancake,-0.131752,2680,1906,14892,9601
pulp,short,-0.13168,14365,9719,11693,9044
walnut,safety,-0.131676,13118,11477,355,325
snug,starch,-0.13136,344,336,8373,7015
lava,weed,-0.131311,500,431,2645,2542
crank,herring,-0.131289,549,512,801,321
saucy,tap,-0.131224,2161,2122,6240,5887
soap,atop,-0.13122,814,521,5839,5233
counter,squash,-0.131177,9466,8455,69602,24273
warmed,lush,-0.130757,13740,13226,324,318
suitable,border,-0.130748,1198,1155,7773,6420
uniform,afternoon,-0.13065,3867,3702,463,445
bonnet,counter,-0.130485,458,372,9466,8455
crunch,veal,-0.130067,6926,6349,13098,4857
jumbo,stream,-0.129903,1667,1383,10204,9914
blueberry,bend,-0.129482,16490,13284,890,859
solution,pine,-0.129424,2112,1684,13844,9416
yellow,tent,-0.129423,18831,16733,4567,4357
pound,list,-0.129396,31949,28912,1366,1290
pasta,dark,-0.129359,168870,66383,22957,20335
fiery,tap,-0.129295,395,374,6240,5887
pudding,snip,-0.129264,82824,48178,2839,2726
split,flute,-0.12907,17264,15573,3646,3538
swap,screw,-0.129034,343,327,2598,2392
spread,steep,-0.128786,310948,248280,6613,6299
corn,space,-0.12876,134125,83248,8310,7966
yellow,prior,-0.128652,18831,16733,4871,4639
bind,sundae,-0.12839,1125,1102,1357,1166
burner,walnut,-0.128274,7075,6033,13118,11477
creamy,tap,-0.128136,63853,59375,6240,5887
rise,mint,-0.128077,52396,34020,39603,27718
flame,nut,-0.12782,13868,11145,18770,16744
mountain,avoid,-0.127811,976,864,10195,9776
steady,jumbo,-0.127803,5720,5569,1667,1383
delight,carve,-0.127756,6065,5950,3213,3094
tacky,oyster,-0.127676,1157,1080,8389,6227
cucumber,altitude,-0.127664,29855,19767,775,721
attention,papaya,-0.127631,676,659,2854,1476
basket,chess,-0.127588,6754,4734,1673,1642
avoid,petite,-0.127489,10195,9776,425,393
flame,dozen,-0.127298,13868,11145,18542,18219
rubber,depend,-0.127287,14822,13264,2068,2048
source,walnut,-0.127163,3850,3657,13118,11477
chick,torch,-0.126858,1570,1124,1417,1056
torch,kidney,-0.126466,1417,1056,5677,5061
pint,flake,-0.126419,5814,5229,5724,5479
pint,crispy,-0.126355,5814,5229,31259,27419
lighten,bamboo,-0.126303,1556,1532,4777,3876
monkey,bright,-0.126238,2154,2004,5834,5662
blitz,hobo,-0.126068,1476,1270,495,457
bite,paddle,-0.126045,18767,17908,10457,9004
island,pastry,-0.125647,1987,1855,87282,45355
shiny,supper,-0.125496,5310,5085,2276,2250
label,smear,-0.125434,3098,2976,2824,2653
pouch,dust,-0.125299,1848,1308,25515,23313
spice,bend,-0.12527,32787,26338,890,859
element,walnut,-0.124991,1070,1025,13118,11477
dull,gallon,-0.124972,954,943,6524,5780
halfway,stiff,-0.124878,23922,23032,46080,42728
discard,pancake,-0.1248,70830,63579,14892,9601
breakfast,motor,-0.124792,14727,13915,3214,2994
passion,hamburger,-0.124737,1415,791,26971,19454
meatball,gloss,-0.124687,4434,3568,1007,958
bag,toast,-0.124683,92701,55783,51057,40816
develop,hen,-0.124672,3146,3063,2078,1148
nine,aroma,-0.124519,1675,1638,2740,2632
surface,kidney,-0.124377,100538,81333,5677,5061
flag,burn,-0.124319,578,464,21203,20229
loaf,bright,-0.124286,84081,51839,5834,5662
rich,secure,-0.124111,7659,7315,11674,11240
poultry,batter,-0.124064,4602,4226,188328,114830
shiny,cube,-0.124002,5310,5085,14873,13400
juicy,attach,-0.123884,3684,3552,4123,3041
rubber,dozen,-0.123828,14822,13264,18542,18219
macaroni,equipment,-0.123774,34120,16430,1552,1511
membrane,mode,-0.123749,2648,2217,765,671
pizza,strain,-0.12366,57740,27321,46540,43195
fasten,total,-0.123639,1176,1166,18619,16779
member,screen,-0.123541,341,340,441,345
absorb,slit,-0.123417,7215,7015,5983,5306
omelet,inject,-0.123377,6747,3000,370,327
offer,crumb,-0.123361,690,677,19530,15425
cuisine,bounce,-0.123295,423,395,315,306
force,fudge,-0.123257,1598,1568,22149,16985
slow,squeeze,-0.123244,44453,30214,36561,34171
shred,crystal,-0.123195,18148,17277,815,770
scrub,shade,-0.123145,4326,4183,1037,991
acid,crumble,-0.122882,1226,1063,32863,29934
height,poultry,-0.122882,1243,1150,4602,4226
breakfast,massage,-0.122801,14727,13915,2182,2046
pure,rearrange,-0.122777,1657,1496,404,394
develop,cavity,-0.122713,3146,3063,8407,5958
lime,rise,-0.122698,80588,54806,52396,34020
stick,photograph,-0.122651,46140,40052,2928,2922
swap,gloss,-0.12254,343,327,1007,958
fail,neutral,-0.122484,1504,1494,344,325
string,batter,-0.122445,7733,6125,188328,114830
shrimp,protein,-0.122445,120378,38939,10322,9072
club,blind,-0.122397,3847,3506,775,707
slow,decoration,-0.122249,44453,30214,1881,1767
timer,peach,-0.122238,2571,2045,20202,13720
tofu,torch,-0.122092,28018,9719,1417,1056
ignite,walnut,-0.12209,1248,1194,13118,11477
germ,lobster,-0.122037,2945,2606,10961,3598
rise,cherry,-0.12197,52396,34020,34893,25873
jelly,function,-0.121944,25852,19411,653,543
apart,liquor,-0.121681,46570,45256,2616,2071
wrapped,starch,-0.121631,9508,8688,8373,7015
snack,veal,-0.121615,5092,4697,13098,4857
ketchup,puff,-0.121556,18856,16113,13034,8677
waffle,leaf,-0.121482,7896,3524,39572,29725
stick,page,-0.121448,46140,40052,3715,2097
timer,cherry,-0.121445,2571,2045,34893,25873
bulk,bruise,-0.121432,7133,5928,549,533
boiler,info,-0.121418,23691,20794,528,518
single,lump,-0.121334,29869,28480,1533,1426
cupcake,lively,-0.121283,13692,7489,457,433
motor,brunch,-0.121223,3214,2994,2537,2490
prick,intense,-0.121151,9632,9310,640,627
bubble,decorator,-0.121032,12014,11434,502,446
straw,meantime,-0.120904,2187,1929,5078,4976
steam,dust,-0.120875,33376,30074,25515,23313
jumbo,motion,-0.120698,1667,1383,3077,2903
flip,grape,-0.120628,30242,27410,6964,4948
maker,intact,-0.12054,9007,6939,4584,4463
toast,gallon,-0.120471,51057,40816,6524,5780
suitable,margin,-0.120141,1198,1155,547,501
halfway,mayonnaise,-0.120127,23922,23032,61066,50672
rotate,walnut,-0.120036,4999,4676,13118,11477
snug,protein,-0.12,344,336,10322,9072
recipe,wooden,-0.119988,144783,125272,44176,41067
mocha,wilt,-0.119883,3166,2743,4888,4787
active,slab,-0.119853,804,732,1326,1032
fasten,activate,-0.119815,1176,1166,407,399
bite,torch,-0.11975,18767,17908,1417,1056
single,alcohol,-0.119669,29869,28480,3172,2787
switch,relish,-0.11965,3058,2932,11927,8762
boiler,summer,-0.119608,23691,20794,9199,8621
toll,thread,-0.119573,564,529,8363,7876
pressure,nut,-0.119472,15306,5605,18770,16744
walnut,tape,-0.119434,13118,11477,685,546
artificial,slide,-0.119302,494,474,11490,10242
ribbon,sodium,-0.1193,3076,2733,7533,6923
pure,nine,-0.119214,1657,1496,1675,1638
rinse,pancake,-0.119013,59056,54841,14892,9601
diabetic,rubber,-0.118993,1664,1633,14822,13264
stage,arrange,-0.118968,10470,9534,106223,96144
roller,herring,-0.118914,747,523,801,321
bubble,portion,-0.118889,12014,11434,19915,17420
vegetable,spot,-0.118776,81069,71004,2769,2449
shield,walnut,-0.118736,411,383,13118,11477
screw,meal,-0.118712,2598,2392,24028,21585
crowd,gel,-0.118556,3648,3616,1903,1532
stud,greasy,-0.118494,463,459,621,598
cracker,volume,-0.118475,28744,23843,6002,5306
muffin,bouquet,-0.11847,67858,41236,2680,1906
nutty,scrub,-0.118446,3633,3523,4326,4183
diabetic,film,-0.118349,1664,1633,4211,3524
molasses,roller,-0.118335,18019,14369,747,523
funnel,toast,-0.118264,2238,1260,51057,40816
green,counter,-0.118253,164011,130760,9466,8455
wedge,volume,-0.11821,6896,6086,6002,5306
flank,dent,-0.118064,4018,2602,462,385
pocket,bright,-0.118001,4690,3335,5834,5662
chess,screen,-0.117953,1673,1642,441,345
field,tent,-0.117938,513,381,4567,4357
flute,chick,-0.117875,3646,3538,1570,1124
height,mayonnaise,-0.117861,1243,1150,61066,50672
rise,papaya,-0.117802,52396,34020,2854,1476
alcohol,potato,-0.117726,3172,2787,117758,77467
drip,cuisine,-0.117713,7497,6613,423,395
strong,degree,-0.117659,3642,3468,22487,21536
nutty,holder,-0.117626,3633,3523,581,510
snowball,carve,-0.117622,492,472,3213,3094
drip,yield,-0.117575,7497,6613,21047,19724
cycle,catfish,-0.117564,3891,2758,2907,1446
scatter,dozen,-0.11755,14028,12809,18542,18219
rim,squash,-0.117508,12657,9997,69602,24273
surround,bulk,-0.117503,2069,2050,7133,5928
feed,crumble,-0.11749,3454,2923,32863,29934
protein,quail,-0.117412,10322,9072,2677,756
molten,weed,-0.117378,536,507,2645,2542
club,underneath,-0.11737,3847,3506,4868,4604
series,flake,-0.117317,426,354,5724,5479
roller,ketchup,-0.117249,747,523,18856,16113
shank,gel,-0.117195,999,633,1903,1532
slab,activate,-0.117165,1326,1032,407,399
cracker,spot,-0.117099,28744,23843,2769,2449
impossible,carve,-0.117031,1533,1517,3213,3094
club,meantime,-0.116927,3847,3506,5078,4976
silver,active,-0.116887,1588,1473,804,732
club,shrink,-0.116879,3847,3506,1376,1346
fashion,calcium,-0.116822,3971,3929,1608,1475
spider,weed,-0.116821,1391,1052,2645,2542
fluff,butcher,-0.116751,9349,8924,1296,1215
holder,maple,-0.116657,581,510,24982,17649
lazy,motor,-0.116609,1740,1688,3214,2994
espresso,moisture,-0.116493,6417,4159,11031,10308
elastic,arrange,-0.116475,9252,8897,106223,96144
mushy,attach,-0.116438,5743,5617,4123,3041
watermelon,underneath,-0.116214,7206,3021,4868,4604
mustard,diameter,-0.116145,86752,72210,12817,12173
ripe,clip,-0.116085,2826,2618,554,529
rough,instant,-0.116056,4302,4053,10889,9371
saucy,attach,-0.116035,2161,2122,4123,3041
reach,upside,-0.116022,8389,8169,6235,5864
mocha,shrink,-0.115988,3166,2743,1376,1346
solid,pine,-0.115962,6091,5634,13844,9416
crunch,cloth,-0.11593,6926,6349,11798,9749
fragile,tequila,-0.115884,458,450,3999,2989
goat,liter,-0.115854,14969,8630,761,716
toll,relish,-0.115766,564,529,11927,8762
snow,disturb,-0.115745,6051,4319,508,499
wagon,shiny,-0.115733,364,345,5310,5085
tonic,underneath,-0.115657,498,345,4868,4604
flame,nine,-0.115631,13868,11145,1675,1638
trace,toast,-0.115554,1271,1151,51057,40816
source,smash,-0.115544,3850,3657,4036,3784
shave,ketchup,-0.115539,2132,1987,18856,16113
champagne,greasy,-0.115516,4945,3142,621,598
soak,shiny,-0.115485,41327,38103,5310,5085
sesame,fit,-0.11548,43888,29785,18437,17181
steam,cocktail,-0.115463,33376,30074,17921,13596
exception,slip,-0.115365,391,388,3421,3300
rise,fresh,-0.115347,52396,34020,90049,77581
rich,fold,-0.115324,7659,7315,161030,138788
ignite,dozen,-0.115322,1248,1194,18542,18219
luncheon,space,-0.115297,660,595,8310,7966
area,simple,-0.115198,4543,4024,14768,13399
intact,photograph,-0.115189,4584,4463,2928,2922
stage,petite,-0.115166,10470,9534,425,393
degree,dirt,-0.115104,22487,21536,3023,2602
seed,tent,-0.115073,28130,23834,4567,4357
fashion,ounce,-0.11501,3971,3929,6782,5838
elastic,herring,-0.114978,9252,8897,801,321
bright,dairy,-0.114976,5834,5662,2068,1891
mushroom,rotate,-0.114972,47039,35552,4999,4676
paste,iron,-0.114937,79367,60745,20319,16007
chunky,quail,-0.114904,7283,6926,2677,756
squid,liner,-0.114814,4773,1479,2400,2014
secure,vitamin,-0.114775,11674,11240,2349,1241
rotate,miracle,-0.114679,4999,4676,3885,3419
crowd,goat,-0.114678,3648,3616,14969,8630
foam,walnut,-0.114657,9849,8877,13118,11477
series,stage,-0.114596,426,354,10470,9534
blind,watermelon,-0.114523,775,707,7206,3021
sweat,trifle,-0.114486,4461,4164,4185,2573
pine,scum,-0.11444,13844,9416,2062,1825
walnut,valve,-0.11433,13118,11477,659,458
veal,scoop,-0.114325,13098,4857,42600,37452
cavity,chocolate,-0.114309,8407,5958,300001,138265
molten,poultry,-0.114272,536,507,4602,4226
include,gloss,-0.11427,2968,2907,1007,958
bruise,product,-0.114177,549,533,2650,2455
supper,blitz,-0.11414,2276,2250,1476,1270
metal,personal,-0.114114,20118,18268,1872,1827
classic,counter,-0.114095,5086,4945,9466,8455
walnut,newspaper,-0.114037,13118,11477,615,531
chunky,tap,-0.114013,7283,6926,6240,5887
manual,pool,-0.114004,904,842,804,775
diabetic,massage,-0.113945,1664,1633,2182,2046
calcium,secure,-0.113843,1608,1475,11674,11240
stream,cobbler,-0.113824,10204,9914,7933,6815
express,dent,-0.113817,374,343,462,385
apart,ignite,-0.113784,46570,45256,1248,1194
pitcher,shrink,-0.113768,9307,7663,1376,1346
bran,bend,-0.113699,7327,4775,890,859
banana,pasta,-0.113677,47660,32142,168870,66383
pinch,ideal,-0.113668,42350,37933,1259,1228
maker,cluster,-0.113636,9007,6939,374,328
saucer,endless,-0.113575,1383,1181,398,396
stud,moisture,-0.113499,463,459,11031,10308
burner,yield,-0.113493,7075,6033,21047,19724
double,flesh,-0.113422,47495,41949,14760,11218
timer,grape,-0.11338,2571,2045,6964,4948
rhubarb,diner,-0.113372,15525,5866,331,319
protein,fasten,-0.11313,10322,9072,1176,1166
sweat,level,-0.113076,4461,4164,14061,13143
tequila,irregular,-0.113071,3999,2989,458,453
drag,ample,-0.113056,596,578,401,391
file,ripple,-0.113021,785,626,366,318
angle,bran,-0.112984,2894,2727,7327,4775
pink,bench,-0.112981,43363,41482,1095,911
bayou,film,-0.112875,337,313,4211,3524
dent,skirt,-0.112706,462,385,1090,759
link,bruise,-0.112648,1200,1087,549,533
paste,brunch,-0.112594,79367,60745,2537,2490
warmed,outline,-0.112488,13740,13226,503,400
swordfish,dairy,-0.112445,2333,990,2068,1891
flank,collapse,-0.112434,4018,2602,631,615
boiler,autumn,-0.112358,23691,20794,1381,1355
mocha,moisture,-0.112343,3166,2743,11031,10308
peppermint,duck,-0.112337,5344,3314,14375,3291
grind,tilt,-0.112275,17226,15694,3423,3305
single,brew,-0.112028,29869,28480,1461,1219
upside,achieve,-0.111957,6235,5864,3151,3086
solution,walnut,-0.111953,2112,1684,13118,11477
bench,cranberry,-0.111891,1095,911,25711,18458
active,decorate,-0.111683,804,732,14266,13584
chopper,ample,-0.111667,1512,1408,401,391
normal,thread,-0.111648,2149,2065,8363,7876
penetrate,waffle,-0.111566,600,593,7896,3524
grind,omelet,-0.111552,17226,15694,6747,3000
chunky,chimney,-0.11144,7283,6926,687,476
include,trail,-0.111433,2968,2907,913,809
surround,active,-0.111306,2069,2050,804,732
rubber,cube,-0.111229,14822,13264,14873,13400
strip,suitable,-0.111209,11442,8945,1198,1155
alcohol,ton,-0.111203,3172,2787,1185,753
brunch,rub,-0.111126,2537,2490,46480,38812
ketchup,drape,-0.111055,18856,16113,1563,1482
assure,caviar,-0.111006,419,407,2135,1367
space,brunch,-0.110943,8310,7966,2537,2490
mingle,silver,-0.110895,657,654,1588,1473
fry,lavender,-0.110763,112214,87418,2898,1266
impossible,bamboo,-0.110744,1533,1517,4777,3876
dust,pickle,-0.11074,25515,23313,6483,5409
trash,total,-0.110718,474,408,18619,16779
dull,shake,-0.110671,954,943,46439,40724
activate,secure,-0.110668,407,399,11674,11240
shiny,fresh,-0.11065,5310,5085,90049,77581
include,thick,-0.110638,2968,2907,144560,131550
sage,icy,-0.110606,19088,13320,675,632
damp,sodium,-0.110586,10540,9437,7533,6923
include,wooden,-0.11056,2968,2907,44176,41067
ranch,coil,-0.11054,9811,7819,629,491
soak,pancake,-0.110508,41327,38103,14892,9601
sterile,paddle,-0.110508,1020,982,10457,9004
nut,file,-0.110485,18770,16744,785,626
impossible,grid,-0.110421,1533,1517,865,729
dust,relish,-0.110364,25515,23313,11927,8762
maker,coast,-0.110321,9007,6939,359,347
blossom,rare,-0.1103,1858,1468,6876,6199
bottle,potato,-0.110206,9179,7378,117758,77467
collapse,catfish,-0.110121,631,615,2907,1446
chunky,newspaper,-0.110097,7283,6926,615,531
farm,consistent,-0.110002,1109,1076,766,734
float,butterfly,-0.109952,5214,4991,1936,1750
draft,oyster,-0.109922,769,702,8389,6227
damp,instant,-0.109889,10540,9437,10889,9371
soak,product,-0.109824,41327,38103,2650,2455
grasp,chunky,-0.109714,335,318,7283,6926
corn,fan,-0.109696,134125,83248,3679,3374
degree,cloudy,-0.109667,22487,21536,683,655
patient,atop,-0.109664,708,691,5839,5233
rotate,pickle,-0.109597,4999,4676,6483,5409
equivalent,short,-0.109577,730,713,11693,9044
mild,lift,-0.109542,2534,2369,17599,16236
hearty,fold,-0.109508,4048,3997,161030,138788
stalk,rise,-0.109505,2623,2182,52396,34020
cube,trail,-0.109504,14873,13400,913,809
accompany,liner,-0.109391,983,978,2400,2014
